"id","provinsi","kabupaten","jenis_fasyankes","jenis_pemilik","kode","kode_yankes","nama"
"112","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107072201","P1107072201","Puskesmas Tangkeh"
"106","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107050202","P1107050202","Puskesmas Suak Ribee"
"107","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107060101","P1107060101","Puskesmas Cot Seumereung"
"108","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107061201","P1107061201","Puskesmas Kuta Padang Layung"
"109","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107062201","P1107062201","Puskesmas Drien Rampak"
"110","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107070101","P1107070101","Puskesmas Kuala Bhee"
"113","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107080101","P1107080101","Puskesmas Peureumeu"
"114","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107081201","P1107081201","Puskesmas Meureubo"
"111","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107071201","P1107071201","Puskesmas Pasie Mali (woyla Barat)"
"115","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107082101","P1107082101","Puskesmas Pante Ceureumen"
"116","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107083101","P1107083101","Puskesmas Mentulang"
"117","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107090101","P1107090101","Puskesmas Kajeung"
"105","Aceh","Kab. Aceh Barat","Puskesmas","Pemda Kab./Kota","P1107050201","P1107050201","Puskesmas Johan Pahlawan"
"9839","Aceh","Kab. Aceh Barat","Rumah Sakit","Perseorangan","1107015","1107015","RS Umum Montella"
"9841","Aceh","Kab. Aceh Barat","Rumah Sakit","TNI","1107017","1107017","RS Tingkat IV IM 07.02"
"9838","Aceh","Kab. Aceh Barat","Rumah Sakit","Pemda Kab./Kota","1107014","1107014","RS Umum Daerah Cut Nyak Dhien"
"9840","Aceh","Kab. Aceh Barat","Rumah Sakit","Perusahaan","1107016","1107016","RS Umum Harapan Sehat"
"28851","Aceh","Kab. Aceh Barat","Klinik","Perusahaan","1211315","1211315","KLINIK PT KTS"
"28850","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211000","1211000","KLINIK HARAPAN BUNDA"
"20372","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1210909","1210909","Klinik Ananda Family"
"29003","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1217816","1217816","KLINIK GRAHA UMMI"
"28999","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211286","1211286","KLINIK KEUMALA"
"29000","Aceh","Kab. Aceh Barat","Klinik","TNI","1211217","1211217","TONKES YONIF 116/GS"
"29001","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211287","1211287","KLINIK ASY-SYIFA"
"28445","Aceh","Kab. Aceh Barat","Klinik","TNI","1210923","1210923","FKTP KLINIK DENKESYAH IM 04.02"
"20998","Aceh","Kab. Aceh Barat","Klinik","Polri","1211238","1211238","POLIKLINIK POLRES ACEH BARAT"
"29002","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211303","1211303","KLINIK MULIA MEDIKA"
"28845","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211024","1211024","KLINIK CEMPAKA LIMA ACEH BARAT"
"28847","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211302","1211302","MITRA MEDIKA MEULABOH"
"28848","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211410","1211410","KLINIK YAYASAN BUMI SEHAT"
"28849","Aceh","Kab. Aceh Barat","Klinik","Perseorangan","1211411","1211411","KLINIK UTAMA PERMATA MEDIKA"
"28998","Aceh","Kab. Aceh Barat","Klinik","Perusahaan","1211367","1211367","KLINIK KIMIA FARMA MEULABOH"
"14676","Aceh","Kab. Aceh Barat","Lapas/Rutan","Kementerian Non-Kemenkes","L1107081","L1107081","LAPAS KELAS II B MEULABOH"
"234","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112060202","P1112060202","Puskesmas Ie Mirah"
"222","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112010101","P1112010101","Puskesmas Manggeng"
"223","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112011201","P1112011201","Puskesmas Lembah Sabil"
"224","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112020201","P1112020201","Puskesmas Tangan-tangan"
"225","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112020202","P1112020202","Puskesmas Bineh Krueng"
"227","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112030101","P1112030101","Puskesmas Blang Pidie"
"232","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112050202","P1112050202","Puskesmas Alue Pisang"
"228","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112031201","P1112031201","Puskesmas Alue Sungai Pinang"
"233","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112060201","P1112060201","Puskesmas Babahrot"
"231","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112050101","P1112050101","Puskesmas Kuala Batee"
"230","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112040202","P1112040202","Puskesmas Sangkalan"
"226","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112021201","P1112021201","Puskesmas Lhang"
"229","Aceh","Kab. Aceh Barat Daya","Puskesmas","Pemda Kab./Kota","P1112040201","P1112040201","Puskesmas Susoh"
"9859","Aceh","Kab. Aceh Barat Daya","Rumah Sakit","Pemda Kab./Kota","1112011","1112011","RS Umum Daerah Teungku Peukan"
"29097","Aceh","Kab. Aceh Barat Daya","Klinik","Polri","1217295","1217295","KLINIK POLRES ABCEH BARAT DAYA"
"28448","Aceh","Kab. Aceh Barat Daya","Klinik","TNI","1210939","1210939","FKTP POSKES IM.10.02 ABDYA"
"19468","Aceh","Kab. Aceh Barat Daya","Klinik","Perseorangan","1112922","1112922","Klinik Polres Aceh Barat Daya"
"29098","Aceh","Kab. Aceh Barat Daya","Klinik","Polri","1211318","1211318","KLINIK POLRES ACEH BARAT DAYA"
"29099","Aceh","Kab. Aceh Barat Daya","Klinik","Perseorangan","1210993","1210993","KLINIK AMANAH"
"14666","Aceh","Kab. Aceh Barat Daya","Lapas/Rutan","Kementerian Non-Kemenkes","L1112030","L1112030","LAPAS KELAS II B BLANGPIDIE"
"130","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108060101","P1108060101","Puskesmas Darussalam Aceh"
"129","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108050101","P1108050101","Puskesmas Mesjid Raya"
"127","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108041101","P1108041101","Puskesmas Kota Jantho"
"126","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108040102","P1108040102","Puskesmas Lamteuba"
"125","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108040101","P1108040101","Puskesmas Seulimeum"
"124","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108031202","P1108031202","Puskesmas Ie Alang"
"123","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108031101","P1108031101","Puskesmas Kuta Cot Glie"
"122","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108030202","P1108030202","Puskesmas Lampupok"
"120","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108021101","P1108021101","Puskesmas Leupung"
"119","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108020101","P1108020101","Puskesmas Lhoknga"
"128","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108042101","P1108042101","Puskesmas Lembah Seulawah"
"118","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108010101","P1108010101","Puskesmas Lhoong"
"132","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108070101","P1108070101","Puskesmas Kuta Baro"
"133","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108080101","P1108080101","Puskesmas Montasik"
"134","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108080202","P1108080202","Puskesmas Piyeung"
"131","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108061101","P1108061101","Puskesmas Baitussalam"
"121","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108030101","P1108030101","Puskesmas Indrapuri"
"145","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108130101","P1108130101","Puskesmas Pulo Aceh"
"144","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108120102","P1108120102","Puskesmas Lampisang"
"143","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108120101","P1108120101","Puskesmas Peukan Bada"
"142","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108111101","P1108111101","Puskesmas Darul Kamal"
"141","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108110101","P1108110101","Puskesmas Darul Imarah"
"140","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108102201","P1108102201","Puskesmas Simpang Tiga Aceh"
"139","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108101101","P1108101101","Puskesmas Kuta Malaka"
"138","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108100101","P1108100101","Puskesmas Sukamakmur Aceh"
"137","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108091101","P1108091101","Puskesmas Krueng Barona Jaya"
"136","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108090101","P1108090101","Puskesmas Ingin Jaya"
"135","Aceh","Kab. Aceh Besar","Puskesmas","Pemda Kab./Kota","P1108081101","P1108081101","Puskesmas Blang Bintang"
"37675","Aceh","Kab. Aceh Besar","Puskesmas","Kemenkes","11060200029","11060200029","Puskesmas Gunung Biram"
"38629","Aceh","Kab. Aceh Besar","Rumah Sakit","Perseorangan","1108029","1108029","RUMAH SAKIT UMUM PUTRI BIDADARI ACEH"
"36346","Aceh","Kab. Aceh Besar","Rumah Sakit","Perusahaan","1108028","1108028","Rumah Sakit Hermina Aceh"
"9843","Aceh","Kab. Aceh Besar","Rumah Sakit","Perseorangan","1108016","1108016","RS Umum Al-Islamic Aceh Hospital"
"9844","Aceh","Kab. Aceh Besar","Rumah Sakit","Perusahaan","1108017","1108017","RS Umum Ibnu Sina Aceh"
"9842","Aceh","Kab. Aceh Besar","Rumah Sakit","Pemda Kab./Kota","1108015","1108015","RS Umum Daerah Kabupaten Aceh Besar"
"15266","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1210680","1210680","Klinik Utama Kasehat Walafiat"
"29007","Aceh","Kab. Aceh Besar","Klinik","Kemenkes","1210827","1210827","POLTEKPEL MALAHAYATI"
"29006","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1210970","1210970","RUMAH BERSALIN YAYASAN TALI KASIH"
"28446","Aceh","Kab. Aceh Besar","Klinik","TNI","1211205","1211205","FKTP KLINIK YUDHISTIRA MEDIKA"
"29005","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1210929","1210929","KLINIK PEUNAWA"
"29008","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1210829","1210829","KLINIK AISHA-GHATTAN"
"29009","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1211052","1211052","KLINIK AISHA-GHATTAN23"
"17501","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1210863","1210863","KLINIK UTAMA NANGGROE MADANI"
"29012","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1211239","1211239","KLINIK RESTU IBU"
"28453","Aceh","Kab. Aceh Besar","Klinik","TNI","1210672","1210672","POLIKLINIK LANUD SULTAN ISKANDAR MUDA"
"29010","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1211053","1211053","KLINIK AISHA-GHATTAN07"
"15265","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1210716","1210716","KLINIK UTAMA REZEKI MEURASI MANDIRI"
"29004","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1210740","1210740","KLINIK SUMAYYAH"
"17515","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1108754","1108754","Klinik Meurasi Aneuk galong"
"17508","Aceh","Kab. Aceh Besar","Klinik","TNI","1108409","1108409","Yonzipur 16/DA"
"29011","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1211054","1211054","KLINIK AISHA-GHATTAN10"
"17503","Aceh","Kab. Aceh Besar","Klinik","TNI","1108611","1108611","sikes lanud iskandar muda"
"17502","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1108707","1108707","Klinik Khansa"
"17504","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1108397","1108397","Klinik Bunda Warni"
"17505","Aceh","Kab. Aceh Besar","Klinik","TNI","1108967","1108967","Klinik Yudistira Medika"
"17506","Aceh","Kab. Aceh Besar","Klinik","TNI","1108825","1108825","MATA IE RINDAM IM"
"17507","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1108181","1108181","Klinik Latifah"
"17510","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1108507","1108507","Klinik Meurasi lambaro"
"17512","Aceh","Kab. Aceh Besar","Klinik","Polri","1108637","1108637","Klinik POLRES Aceh Besar"
"17513","Aceh","Kab. Aceh Besar","Klinik","Polri","1108171","1108171","Klinik SPN seulawah"
"17511","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1108805","1108805","Klinik Az zaitun"
"17499","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1211402","1211402","KLINIK UTAMA REZEKI MEURASI MANDIRI"
"17514","Aceh","Kab. Aceh Besar","Klinik","Perseorangan","1108573","1108573","Tirtana Medical Klinik"
"37049","Aceh","Kab. Aceh Besar","Klinik","Kemenkes","11060300033","11060300033","KLINIK PRATAMA POLTEKKES ACEH"
"38623","Aceh","Kab. Aceh Besar","Klinik","Kementerian Non-Kemenkes","BB0028","BB0028","BKK Aceh"
"31386","Aceh","Kab. Aceh Besar","Klinik","Kemenkes","KL11060003","KL11060003","KLINIK ADHYAKSA KEJATI ACEH"
"38850","Aceh","Kab. Aceh Besar","Laboratorium","Kemenkes","11060700001","11060700001","Balai Laboratorium Kesehatan Masyarakat Banda Aceh"
"14668","Aceh","Kab. Aceh Besar","Lapas/Rutan","Kementerian Non-Kemenkes","L1108041","L1108041","RUTAN KELAS II B JANTHO"
"14671","Aceh","Kab. Aceh Besar","Lapas/Rutan","Kementerian Non-Kemenkes","L1108090 ","L1108090 ","LAPAS KELAS II A BANDA ACEH"
"14675","Aceh","Kab. Aceh Besar","Lapas/Rutan","Kementerian Non-Kemenkes","L1108095","L1108095","LEMBAGA PEMBINAAN KHUSUS ANAK KELAS II BANDA ACEH"
"14681","Aceh","Kab. Aceh Besar","Lapas/Rutan","Kementerian Non-Kemenkes","L1108020","L1108020","LAPAS KELAS III LHOK NGA"
"15024","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116060105","P1116060105","Puskesmas Ligan"
"15025","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116060104","P1116060104","Puskesmas Pante Kuyun"
"283","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116060101","P1116060101","Puskesmas Lamno"
"275","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116010101","P1116010101","Puskesmas Teunom"
"276","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116011201","P1116011201","Puskesmas Pasie Raya"
"278","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116030201","P1116030201","Puskesmas Krueng Sabee"
"279","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116030202","P1116030202","Puskesmas Calang"
"280","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116040201","P1116040201","Puskesmas Lageun"
"281","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116050101","P1116050101","Puskesmas Patek"
"282","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116050102","P1116050102","Puskesmas Lhok Kruet"
"277","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116020101","P1116020101","Puskesmas Panga"
"284","Aceh","Kab. Aceh Jaya","Puskesmas","Pemda Kab./Kota","P1116061201","P1116061201","Puskesmas Indrajaya"
"9863","Aceh","Kab. Aceh Jaya","Rumah Sakit","Pemda Kab./Kota","1116011","1116011","RS Umum Daerah Teuku Umar Kabupaten Aceh Jaya"
"28165","Aceh","Kab. Aceh Jaya","Klinik","Polri","1217341","1217341","POLKLINIK POLRES ACEH JAYA"
"29102","Aceh","Kab. Aceh Jaya","Klinik","Perseorangan","1210900","1210900","KLINIK JKM"
"29103","Aceh","Kab. Aceh Jaya","Klinik","Perseorangan","1210981","1210981","KLINIK AL FATIH"
"14674","Aceh","Kab. Aceh Jaya","Lapas/Rutan","Kementerian Non-Kemenkes","L1116061","L1116061","LAPAS KELAS III CALANG"
"14217","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103092103","P1103092103","UPTD Puskesmas Ujong Padang Rasian"
"26","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103011201","P1103011201","Puskesmas Krueng Luas"
"38","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103050201","P1103050201","Puskesmas Tapaktuan"
"34","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103040103","P1103040103","Puskesmas Kuala Ba'u"
"33","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103040101","P1103040101","Puskesmas Kluet Utara"
"32","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103031202","P1103031202","Puskesmas Kluet Timur"
"31","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103031201","P1103031201","Puskesmas Durian Kawan"
"30","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103030101","P1103030101","Puskesmas Kluet Selatan"
"29","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103021201","P1103021201","Puskesmas Seubadeh"
"28","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103020202","P1103020202","Puskesmas Bukit Gadeng"
"27","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103020101","P1103020101","Puskesmas Bakongan"
"25","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103011102","P1103011102","Puskesmas Ladang Rimba"
"24","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103010201","P1103010201","Puskesmas Trumon"
"35","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103040202","P1103040202","Puskesmas Kampong Paya"
"36","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103041201","P1103041201","Puskesmas Ladang Tuha"
"46","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103092101","P1103092101","Puskesmas Blangkejeren Aceh Selatan"
"45","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103091201","P1103091201","Puskesmas Peulumat"
"44","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103090101","P1103090101","Puskesmas Labuhan Haji Aceh Selatan"
"43","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103080202","P1103080202","Puskesmas Drien Jalo"
"42","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103080201","P1103080201","Puskesmas Meukek"
"41","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103070201","P1103070201","Puskesmas Sawang Aceh Selatan"
"40","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103060201","P1103060201","Puskesmas Samadua"
"39","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103050202","P1103050202","Puskesmas Lhok Bengkuang"
"37","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","P1103042201","P1103042201","Puskesmas Manggamat"
"36314","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","1012723","1012723","Puskesmas Buloh Seuma"
"36312","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","1012724","1012724","Puskesmas Sedar"
"36313","Aceh","Kab. Aceh Selatan","Puskesmas","Pemda Kab./Kota","1012725","1012725","Puseksmas Darussalam"
"38033","Aceh","Kab. Aceh Selatan","Rumah Sakit","Pemda Kab./Kota","1103022","1103022","RSUD Kelas D Pratama T. Cut Ali"
"9829","Aceh","Kab. Aceh Selatan","Rumah Sakit","Pemda Kab./Kota","1103010","1103010","RS Umum Daerah Dr. H. Yulidin Away"
"28827","Aceh","Kab. Aceh Selatan","Klinik","Organisasi Non Profit","1211522","1211522","KLINIK UTAMA MUHAMMADIYAH LABUHANHAJI RAYA"
"28456","Aceh","Kab. Aceh Selatan","Klinik","TNI","KL11010001","KL11010001","KLINIK MACAN LEUSER MEDIKA"
"15286","Aceh","Kab. Aceh Selatan","Klinik","Perseorangan","1211295","1211295","Klinik Utama Cahaya Sehat"
"28442","Aceh","Kab. Aceh Selatan","Klinik","TNI","1211523","1211523","POSKES IM 10.05 TAPAKTUAN"
"28829","Aceh","Kab. Aceh Selatan","Klinik","TNI","1211176","1211176","TONKES YONIF RK 115/ML"
"19492","Aceh","Kab. Aceh Selatan","Klinik","Polri","1211293","1211293","KLINIK POLRES ACEH SELATAN"
"28828","Aceh","Kab. Aceh Selatan","Klinik","Perseorangan","1211294","1211294","KLINIK HUMAIRA"
"28826","Aceh","Kab. Aceh Selatan","Klinik","Perseorangan","1211178","1211178","KLINIK PRATAMA RAWAT INAP RAHMAT MEDIKA"
"28825","Aceh","Kab. Aceh Selatan","Klinik","Perusahaan","1211177","1211177","KLINIK KIMIA FARMA TAPAKTUAN"
"31485","Aceh","Kab. Aceh Selatan","Klinik","Perseorangan","KL11010002","KL11010002","KLINIK NADIRA"
"31486","Aceh","Kab. Aceh Selatan","Klinik","Perseorangan","KL11010003","KL11010003","KLINIK SEHAT PALA MEDIKA"
"31487","Aceh","Kab. Aceh Selatan","Klinik","Perseorangan","KL11010004","KL11010004","KLINIK PRATAMA CV ARRIDHA GRUP"
"14667","Aceh","Kab. Aceh Selatan","Lapas/Rutan","Kementerian Non-Kemenkes","L1103050","L1103050","RUTAN KELAS II B TAPAKTUAN"
"13783","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102030042 ","P1102030042 ","Puskesmas Kuta Tinggi"
"22","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102042201","P1102042201","Puskesmas Singkohor"
"21","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102033201","P1102033201","Puskesmas Suro"
"20","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102032201","P1102032201","Puskesmas Danau Paris"
"16","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102021201","P1102021201","Puskesmas Singkil Utara"
"23","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102043201","P1102043201","Puskesmas Kuta Baharu"
"15","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102020101","P1102020101","Puskesmas Singkil"
"14","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102011201","P1102011201","Puskesmas Pulau Banyak Barat"
"13","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102010201","P1102010201","Puskesmas Pulau Banyak"
"17","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102022201","P1102022201","Puskesmas Kuala Baru"
"18","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102030201","P1102030201","Puskesmas Simpang Kanan"
"19","Aceh","Kab. Aceh Singkil","Puskesmas","Pemda Kab./Kota","P1102031201","P1102031201","Puskesmas Gunung Meriah Aceh Singkil"
"9827","Aceh","Kab. Aceh Singkil","Rumah Sakit","Pemda Kab./Kota","1102016","1102016","RS Umum Daerah Aceh Singkil"
"28820","Aceh","Kab. Aceh Singkil","Klinik","Perseorangan","1216877","1216877","KLINIK PRATAMA ABQARI"
"28821","Aceh","Kab. Aceh Singkil","Klinik","Perseorangan","1216878","1216878","KLINIK PRATAMA DR. AKRAMAL UMAMI"
"28822","Aceh","Kab. Aceh Singkil","Klinik","Perseorangan","1216876","1216876","KLINIK PRATAMA TAMBAR MALEM"
"28457","Aceh","Kab. Aceh Singkil","Klinik","TNI","KL11100001","KL11100001","POSKES IM.10.01 SINGKIL"
"28152","Aceh","Kab. Aceh Singkil","Klinik","Polri","1216856","1216856","POLIKLINIK POLRES ACEH SINGKIL"
"28394","Aceh","Kab. Aceh Singkil","Klinik","TNI","1217657","1217657","FKTP KARTIKA SINGKIL 01.09"
"31492","Aceh","Kab. Aceh Singkil","Klinik","Perusahaan","KL11100003","KL11100003","PT. SOCFINDO LAE BUTAR"
"31490","Aceh","Kab. Aceh Singkil","Klinik","Perusahaan","KL11100002","KL11100002","BALAI PENGOBATAN PT. NAFASINDO"
"31493","Aceh","Kab. Aceh Singkil","Klinik","Perusahaan","KL11100004","KL11100004","POLIBUN PT. LEMBAH BHAKTI"
"31496","Aceh","Kab. Aceh Singkil","Klinik","Perusahaan","KL11100005","KL11100005","KLINIK SEHAT PT. DELIMA MAKMUR"
"14670","Aceh","Kab. Aceh Singkil","Lapas/Rutan","Kementerian Non-Kemenkes","L1102021","L1102021","RUTAN KELAS II B SINGKEL"
"13807","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114070031 ","P1114070031 ","Puskesmas Seleleh"
"255","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114060102","P1114060102","Puskesmas Sungai Iyu"
"260","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114080101","P1114080101","Puskesmas Manyak Payed"
"259","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114071201","P1114071201","Puskesmas Sekerak"
"258","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114070201","P1114070201","Puskesmas Karang Baru Aceh Tamiang"
"257","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114061201","P1114061201","Puskesmas Banda Mulia"
"247","Aceh","Kab. Aceh Tamiang","Puskesmas","Pemda Kab./Kota","P1114010101","P1114010101","Puskesmas Tamiang Hulu"
