"id","provinsi","kabupaten","jenis_fasyankes","jenis_pemilik","kode","kode_yankes","nama"
"21713","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260202","1260202","Klinik Bunda Ayu"
"21709","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260282","1260282","Klinik PT. Meindo Elang Indah"
"21708","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260185","1260185","Klinik PT. PHM-CPU"
"21707","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260267","1260267","Klinik PT. PHM Senipah"
"21706","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260186","1260186","Klinik PT. PHM Handil"
"21705","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260180","1260180","Klinik Mitra Sumber Sehat"
"19788","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Polri","1260175","1260175","Klinik Polres Kukar"
"21725","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260323","1260323","Klinik Karisma"
"19812","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260161","1260161","Klinik BOHC Muara Badak"
"19838","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260536","1260536","Klinik Syafa Medica"
"19800","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260145","1260145","Klinik Amanah Sehat"
"19837","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260553","1260553","Klinik PT. Kaliraya Sari"
"19819","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260155","1260155","Klinik PT. Tritunggal Sentra Buana"
"19836","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260159","1260159","Klinik Mulia Medika, Kab. Kutai Kartanegara"
"19810","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260160","1260160","Klinik Maju Sejahtera"
"19834","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260209","1260209","Klinik Minta Sehat"
"19794","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260523","1260523","Klinik Doa Sehat"
"19832","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260170","1260170","Handil Occupational Health Clinic"
"19807","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260148","1260148","Klinik Hijrah"
"19803","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260164","1260164","Klinik PT. Alamjaya Bara Pratama"
"19804","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260200","1260200","Klinik Healthy House"
"19814","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260169","1260169","Klinik Qica Muara Badak"
"19805","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perusahaan","1260177","1260177","Klinik PT. Maju Kalimantan Hadapan"
"19811","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260146","1260146","Klinik Dewi Insani"
"31218","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260700","1260700","KLINIK DR NURAIDA MEDIKA"
"31220","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260413","1260413","KLINIK PT. PERTAMINA EP SANGASANGA FIELD"
"31219","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260349","1260349","KLINIK PT. SURYA HUTANI JAYA"
"38093","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300051","64020300051","Klinik Rissa Medika"
"38092","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","K1260523","K1260523","KLINIK MITRA BUNDA KUKAR"
"38094","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300065","64020300065","Klinik L.M Medika"
"38096","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300067","64020300067","Healty Medika"
"31217","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","1260701","1260701","KLINIK MASITAH RM"
"38698","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300070","64020300070","KLINIK BANGKIRAI Kab. Kutai Kartanegara"
"31302","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","TNI","KL64720032","KL64720032","DENKESYAH POL YONIF 611/AWL"
"38095","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300053","64020300053","INS Beauty AestHetic"
"38700","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300050","64020300050","KLINIK NUR BERSAUDARA"
"38697","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300066","64020300066","KLINIK BUMI SEHAT MEDIKA"
"38091","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300052","64020300052","Klinik Pratama Medika Kusuma"
"31216","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","TNI","1260702","1260702","POLYONIF 611"
"38699","Kalimantan Timur","Kab. Kutai Kartanegara","Klinik","Perseorangan","64020300073","64020300073","KLINIK HANDIL 6"
"38090","Kalimantan Timur","Kab. Kutai Kartanegara","Lapas/Rutan","Kementerian Non-Kemenkes","64020300071","64020300071","Lapas Perempuan Kelas IIA Tenggarong"
"38478","Kalimantan Timur","Kab. Kutai Kartanegara","Lapas/Rutan","Kementerian Non-Kemenkes","64020300069","64020300069","Lapas Khusus Anak Tenggarong"
"14610","Kalimantan Timur","Kab. Kutai Kartanegara","Lapas/Rutan","Kementerian Non-Kemenkes","1269163","1269163","LAPAS Kelas II-A Tenggarong"
"15468","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Kemenkes","1060911","1060911","Puskesmas Tepian Baru"
"15469","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Kemenkes","1060912","1060912","Puskesmas Sangatta Utara"
"7505","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404042101","P6404042101","Puskesmas Teluk Pandan"
"7506","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404043101","P6404043101","Puskesmas Sangatta Selatan"
"7507","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404044101","P6404044101","Puskesmas Rantau Pulung"
"7508","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404050101","P6404050101","Puskesmas Sangkulirang"
"7509","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404051101","P6404051101","Puskesmas Kaliorang"
"7510","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Kemenkes","P6404052101","P6404052101","Puskesmas Sandaran"
"7511","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404053101","P6404053101","Puskesmas Kaubun"
"7512","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Kemenkes","P6404054101","P6404054101","Puskesmas Karangan Kutai Timur"
"7504","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404041101","P6404041101","Puskesmas Sepaso"
"7503","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404040203","P6404040203","Puskesmas Teluk Lingga"
"7502","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404031101","P6404031101","Puskesmas Batu Ampar"
"7498","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404020102","P6404020102","Puskesmas Muara Wahau II"
"7494","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404010101","P6404010101","Puskesmas Muara Ancalong"
"7495","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404011101","P6404011101","Puskesmas Busang"
"7496","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404012101","P6404012101","Puskesmas Long Mesengat"
"7497","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404020101","P6404020101","Puskesmas Muara Wahau I"
"7499","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404021101","P6404021101","Puskesmas Telen"
"7500","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404022101","P6404022101","Puskesmas Kongbeng"
"7501","Kalimantan Timur","Kab. Kutai Timur","Puskesmas","Pemda Kab./Kota","P6404030101","P6404030101","Puskesmas Muara Bengkal"
"38519","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Organisasi Non Profit","6404066","6404066","RSU SANTA ELISABETH BENGALON"
"36698","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Pemda Kab./Kota","6404065","6404065","RS Umum Daerah Muara Bengkal"
"12200","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Perusahaan","6404048","6404048","RS Umum Pertamedika Aulia Sangatta"
"12199","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Perusahaan","6404047","6404047","RS Ibu Anak Asy Syifa"
"12197","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Perseorangan","6404045","6404045","RS Ibu Anak Cahaya Sangatta"
"12201","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Pemda Kab./Kota","6404051","6404051","RS Pratama Sangkulirang"
"12196","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Perusahaan","6404044","6404044","RS Pupuk Kaltim Prima Sangata"
"12195","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Perusahaan","6404043","6404043","RS Umum Meloy"
"12194","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Pemda Kab./Kota","6404032","6404032","RS Umum Daerah Kudungga"
"18357","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Perseorangan","6404054","6404054","RS PELITA KASIH"
"12198","Kalimantan Timur","Kab. Kutai Timur","Rumah Sakit","Perusahaan","6404046","6404046","RS Umum Medika Sangatta"
"20525","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260520","1260520","KLINIK UTAMA TUMBUH KEMBANG ANAK CAHAYA SANGATTA"
"19683","Kalimantan Timur","Kab. Kutai Timur","Klinik","Polri","1260753","1260753","Klinik Bhayangkara Polres Kutai Timur"
"38517","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","64080300042","64080300042","Klinik Merdeka Medical Center Bengalon"
"38518","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","64080300047","64080300047","Klinik Merdeka Medical Center Kaliorang"
"38516","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perusahaan","64080300041","64080300041","Klinik Pratama PT. Sawit Sukses Sejahtera"
"31227","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260517","1260517","KLINIK MEDIKA MULYA"
"31226","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260505","1260505","KLINIK SUMBER SEHAT 1"
"38050","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perusahaan","64080300031","64080300031","Klinik Pengadan baay PT. Telen"
"31224","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260529","1260529","KLINIK PT BIMA PALMA NUGRAHA"
"31225","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260508","1260508","KLINIK KIMIA FARMA YOS SUDARSO"
"31311","Kalimantan Timur","Kab. Kutai Timur","Klinik","TNI","KL64080006","KL64080006","POSKES 06.10.05 SANGGATA"
"31310","Kalimantan Timur","Kab. Kutai Timur","Klinik","TNI","KL64080005","KL64080005","DR. BP LANAL SANGATTA"
"31223","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260506","1260506","KLINIK MEDIKA PRASETYA"
"31222","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260545","1260545","KLINIK SATELIT 2 BENGALON"
"31221","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260507","1260507","KLINIK BMA EVANS INDONESIA"
"31307","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perusahaan","KL64080002","KL64080002","KLINIK KEBUN PT SKP"
"31231","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260538","1260538","KLINIK TRIANA NUR"
"31232","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260519","1260519","TIRTA MEDICAL CENTRE SANGATTA"
"31230","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260512","1260512","KLINIK MUSTIKA SANGSAKA"
"31228","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260703","1260703","KLINIK PT. PAMA PERSADA NUSANTARA"
"38514","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perusahaan","64080300018","64080300018","Klinik Pratama PT. Swakarsa Sinar Sentosa"
"38515","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perusahaan","64080300036","64080300036","Klinik Pratama Cahaya Sangatta Bengalon"
"31229","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","1260546","1260546","KLINIK PAMA INDO"
"31309","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perseorangan","KL64080004","KL64080004","KLINIK MEDIKA PRASETYA PERSATU"
"31306","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perusahaan","KL64080001","KL64080001","KLINIK KEBUN PT KED"
"31308","Kalimantan Timur","Kab. Kutai Timur","Klinik","Perusahaan","KL64080003","KL64080003","KLINIK PT KALTIM PRIMA COAL"
"38839","Kalimantan Timur","Kab. Kutai Timur","Dokter Praktik Mandiri","Perseorangan","64080100007","64080100007","Praktik Dr. Rita"
"7542","Kalimantan Timur","Kab. Mahakam Hulu","Puskesmas","Kemenkes","P6402101201","P6402101201","Puskesmas Laham"
"7543","Kalimantan Timur","Kab. Mahakam Hulu","Puskesmas","Pemda Kab./Kota","P6411020201","P6411020201","Puskesmas Long Hubung"
"7544","Kalimantan Timur","Kab. Mahakam Hulu","Puskesmas","Pemda Kab./Kota","P6411030101","P6411030101","Puskesmas Ujoh Bilang"
"7545","Kalimantan Timur","Kab. Mahakam Hulu","Puskesmas","Kemenkes","P6402120101","P6402120101","Puskesmas Long Pahangai"
"7546","Kalimantan Timur","Kab. Mahakam Hulu","Puskesmas","Pemda Kab./Kota","P6411050101","P6411050101","Puskesmas Tiong Ohang"
"18084","Kalimantan Timur","Kab. Mahakam Hulu","Puskesmas","Kemenkes","1060938","1060938","PUSKESMAS MAMAHAK BESAR"
"18086","Kalimantan Timur","Kab. Mahakam Hulu","Rumah Sakit","Kemenkes","6411002","6411002","RSP NAWACITA DATAH DAVE"
"18085","Kalimantan Timur","Kab. Mahakam Hulu","Rumah Sakit","Kemenkes","6411001","6411001","RSP GERBANG SEHAT MAHULU"
"14969","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401080204","P6401080204","Puskesmas Senaken"
"14970","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401080205","P6401080205","Puskesmas Sebakung Taka"
"7427","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401010101","P6401010101","Puskesmas Batu Kajang"
"7428","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401011101","P6401011101","Puskesmas Muser"
"7430","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401022101","P6401022101","Puskesmas Tanjung Aru"
"7431","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401030102","P6401030102","Puskesmas Suatang Baru"
"7432","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401030201","P6401030201","Puskesmas Pasir Belengkong"
"7433","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401030203","P6401030203","Puskesmas Suliliran Baru"
"7434","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401040201","P6401040201","Puskesmas Padang Pengrapat"
"7440","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401060203","P6401060203","Puskesmas Kayungo"
"7441","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401070101","P6401070101","Puskesmas Muara Komam"
"7442","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401080101","P6401080101","Puskesmas Long Kali"
"7443","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401080202","P6401080202","Puskesmas Mendik"
"7429","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401021101","P6401021101","Puskesmas Kerang"
"7438","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401060101","P6401060101","Puskesmas Long Ikis"
"7439","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401060202","P6401060202","Puskesmas Krayan"
"7437","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401050202","P6401050202","Puskesmas Lolo"
"7436","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401050101","P6401050101","Puskesmas Kuaro"
"7435","Kalimantan Timur","Kab. Paser","Puskesmas","Pemda Kab./Kota","P6401040202","P6401040202","Puskesmas Tanah Grogot"
"12188","Kalimantan Timur","Kab. Paser","Rumah Sakit","Pemda Kab./Kota","6401016","6401016","RS Umum Muhammadiyah Paser"
"18356","Kalimantan Timur","Kab. Paser","Rumah Sakit","Pemda Kab./Kota","6401018","6401018","RSUD KERANG"
"12187","Kalimantan Timur","Kab. Paser","Rumah Sakit","Pemda Kab./Kota","6401014","6401014","RS Umum Daerah Panglima Sebaya"
"20524","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260248","1260248","BE HOPE CLINIC"
"18358","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260114","1260114","Klinik Permata Bunda Kab. Paser"
"28315","Kalimantan Timur","Kab. Paser","Klinik","Polri","1260239","1260239","KLINIK BHAYANGKARA POLRES PASER"
"31208","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260487","1260487","KLINIK KIMIA FARMA GROGOT"
"38342","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","64010300037","64010300037","Klinik Pratama Kideco"
"31203","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260121","1260121","KLINIK UTAMA BUDI MULIA"
"31196","Kalimantan Timur","Kab. Paser","Klinik","Perusahaan","1260511","1260511","KLINIK KEBUN PT. BORNEO INDAH MARJAYA"
"31207","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260166","1260166","KLINIK ARTIKA RAYA"
"31194","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260230","1260230","KLINIK UTAMA SAYANG IBU"
"31202","Kalimantan Timur","Kab. Paser","Klinik","Perusahaan","1260220","1260220","KLINIK PT. KMN KEBUN TABARA"
"31204","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260215","1260215","KLINIK EKMS"
"31206","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260515","1260515","KLINIK UTAMA ALMA MEDIKA"
"31201","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260112","1260112","ZAHRA MEDIKA"
"31200","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260254","1260254","KLINIK IBNU SINA (BATU ENGAU)"
"31205","Kalimantan Timur","Kab. Paser","Klinik","Perusahaan","1260255","1260255","TIRTA MEDICAL CENTRE BATU SOPANG"
"31199","Kalimantan Timur","Kab. Paser","Klinik","TNI","1260223","1260223","POLI KLINIK KESEHATAN 06.10.03/TNG"
"31198","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260167","1260167","RIZKIA MEDIKA"
"31197","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260172","1260172","KLINIK BEBI BUNDA"
"31195","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260150","1260150","KLINIK DIFA"
"31190","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260111","1260111","HARAPAN KITA"
"31189","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260251","1260251","HJ. FATMAH EVA MEDICAL CLINIC"
"31188","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260544","1260544","KLINIK KHARISMA"
"31187","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260549","1260549","KLINIK NUNAAFHAD MEDIKA"
"31313","Kalimantan Timur","Kab. Paser","Klinik","Perusahaan","KL64010002","KL64010002","POLIKLINIK KEBUN PT. MUARATOYU"
"31185","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260165","1260165","KUSUMA MEDICAL CENTER"
"34787","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260635","1260635","Rahayu Clinic & Aesthetic"
"31312","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","KL64010001","KL64010001","KLINIK MITRA TABARA"
"31192","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260113","1260113","KLINIK RAFFA HAFI MEDIKA"
"31186","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260534","1260534","KLINIK SEKATA MEDICAL CENTER (BATU SOPANG)"
"31193","Kalimantan Timur","Kab. Paser","Klinik","Perseorangan","1260139","1260139","KLINIK STEPNIK MEDIKA"
"31191","Kalimantan Timur","Kab. Paser","Klinik","Perusahaan","1260207","1260207","KLINIK PT. PETROSEA,TBK"
"38051","Kalimantan Timur","Kab. Paser","Laboratorium","Pemda Kab./Kota","64010700001","64010700001","UPTD Laboratorium Kesehatan Daerah Kabupaten Paser"
"14611","Kalimantan Timur","Kab. Paser","Lapas/Rutan","Kementerian Non-Kemenkes","L6401082","L6401082","Rutan Kelas II-B Tanah Grogot"
"7541","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409040104","P6409040104","Puskesmas Semoi II"
"7540","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409040103","P6409040103","Puskesmas Maridan"
"7539","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409040102","P6409040102","Puskesmas Sepaku III"
"7538","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409040101","P6409040101","Puskesmas Sepaku I"
"7537","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409030103","P6409030103","Puskesmas Sotek"
"7531","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409010101","P6409010101","Puskesmas Babulu"
"7532","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409010202","P6409010202","Puskesmas Gunung Intan"
"7533","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409010203","P6409010203","Puskesmas Sebakung Jaya"
"7534","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409020101","P6409020101","Puskesmas Waru Penajam Paser"
"7535","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409030101","P6409030101","Puskesmas Penajam"
"7536","Kalimantan Timur","Kab. Penajam Paser Utara","Puskesmas","Pemda Kab./Kota","P6409030102","P6409030102","Puskesmas Petung"
"38287","Kalimantan Timur","Kab. Penajam Paser Utara","Rumah Sakit","Perseorangan","6409050","6409050","Mayapada Hospital Nusantara"
"37034","Kalimantan Timur","Kab. Penajam Paser Utara","Rumah Sakit","Perusahaan","6409049","6409049","RS Umum Daerah Hermina Nusantara"
"38556","Kalimantan Timur","Kab. Penajam Paser Utara","Rumah Sakit","Kemenkes","6409048","6409048","RS Umum Pemerintah Ibukota Nusantara"
"18354","Kalimantan Timur","Kab. Penajam Paser Utara","Rumah Sakit","Pemda Provinsi","6409047","6409047","RSUD SEPAKU"
"12207","Kalimantan Timur","Kab. Penajam Paser Utara","Rumah Sakit","Pemda Kab./Kota","6409036","6409036","RS Umum Daerah Ratu Aji Putri Botung"
"28110","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Polri","1260428","1260428","Klinik Polres PPU"
"31250","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260429","1260429","KLINIK DIORATU MEDICALINDO"
"36805","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","64090300012","64090300012","Klinik Sinar Asyifa mandiri"
"31254","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260377","1260377","VENUS HEALTH KLINIK"
"31253","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perusahaan","1260474","1260474","KLINIK KEBUN PT. STN"
"31252","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260434","1260434","VENUS HEALTH KLINIK 3 BABULU"
"31251","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260424","1260424","KLINIK KIMIA FARMA PETUNG"
"31255","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260441","1260441","KLINIK KIMIA FARMA PENAJAM"
"31256","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260420","1260420","VENUS HEALTH KLINIK 2 WARU"
"31257","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260376","1260376","KLINIK KITA (PENAJAM)"
"31315","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perusahaan","KL64090002","KL64090002","POLIKLINIK KEBUN PT. WKP"
"38557","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","64090300015","64090300015","KLINIK EASTKAL"
"31314","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perusahaan","KL64090001","KL64090001","KLINIK PT. IHM"
"31258","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260433","1260433","KLINIK AL MUMTAZA"
"31259","Kalimantan Timur","Kab. Penajam Paser Utara","Klinik","Perseorangan","1260475","1260475","KLINIK CAHAYA MEDIKA (WARU)"
"36720","Kalimantan Timur","Kab. Penajam Paser Utara","Dokter Praktik Mandiri","Perseorangan","K6409040","K6409040","DPM dr. Hidjrat Hidayat"
"36721","Kalimantan Timur","Kab. Penajam Paser Utara","Dokter Praktik Mandiri","Perseorangan","K6409010","K6409010","DPM dr. Hendrik Susanto"
"36719","Kalimantan Timur","Kab. Penajam Paser Utara","Dokter Praktik Mandiri","Perseorangan","K6409030","K6409030","DPM dr. Magdalena"
"36722","Kalimantan Timur","Kab. Penajam Paser Utara","Dokter Praktik Mandiri","Perseorangan","K6409011","K6409011","DPM dr. Gerson Bunga"
"7561","Kalimantan Timur","Kota Balikpapan","Puskesmas","Pemda Kab./Kota","P6471040104","P6471040104","Puskesmas Mekar Sari"
"7562","Kalimantan Timur","Kota Balikpapan","Puskesmas","Pemda Kab./Kota","P6471040201","P6471040201","Puskesmas Karang Jati"
"7563","Kalimantan Timur","Kota Balikpapan","Puskesmas","Pemda Kab./Kota","P6471040202","P6471040202","Puskesmas Gunung Sari Ilir"
"7564","Kalimantan Timur","Kota Balikpapan","Puskesmas","Pemda Kab./Kota","P6471040203","P6471040203","Puskesmas Karang Rejo Kota Balikpapan"
