No,Kode,Nama Puskesmas,Raw Text
2482,1000069862,PARDASUKA,PARDASUKA Jl. Kesehatan No. 01 Pardasuka Pringsewu Lampung Rawat Inap Perdesaan
2483,1000069836,PAGELARAN,PAGELARAN Jl. Raya Patoman No. 45 Pagelaran Pringsewu Lampung Rawat Inap Perdesaan
2484,1000069939,BUMI RATU,"BUMI RATU Ds. Bumi Ratu, Kec. Pagelaran Pagelaran Pringsewu Lampung Rawat Inap Perdesaan"
2485,1000069848,BANYUMAS,"BANYUMAS Ds. Banyumas, Kec. Banyumas Banyumas Pringsewu Lampung Rawat Inap Perdesaan"
2486,1000069850,ADILUWIH,ADILUWIH Jl. Kesehatan No.29 Adiluwih Pringsewu Lampung Rawat Inap Perdesaan
2487,1000069941,BANDUNG BARU,BANDUNG BARU Jl. Raya Pasar Bandungbaru Adiluwih Pringsewu Lampung Non Rawat Inap Perdesaan
2488,1000069898,SUKOHARJO,SUKOHARJO Jl. Kesehatan Sukoharjo Iii Sukoharjo Pringsewu Lampung Rawat Inap Perdesaan
2489,1000069886,FAJAR MULYA,FAJAR MULYA Kec. Pagelaran Utara Pagelaran Utara Pringsewu Lampung Rawat Inap Perdesaan
2490,1000151380,WIRALAGA,WIRALAGA Jl. Garuda Hitam Mesuji Mesuji Lampung Rawat Inap Perdesaan
2491,1000151421,SIDOMULYO,SIDOMULYO Jl. Pangeran Mat Ali Mesuji Mesuji Lampung Non Rawat Inap Perdesaan
2492,1000151445,SUMBER MAKMUR,SUMBER MAKMUR Jl. Jembat Kuning Mesuji Mesuji Lampung Non Rawat Inap Sangat Terpencil
2493,1000151328,MARGOJADI,MARGOJADI Jl. Lintas Ktm Mesuji Timur Mesuji Lampung Rawat Inap Perdesaan
2494,1000151342,TANJUNG MAS MAKMUR,"TANJUNG MAS MAKMUR Jl. Soekarno-Hatta, Tanjung Mas Makmur Mesuji Timur Mesuji Lampung Rawat Inap Perdesaan"
2495,1000151330,PANGGUNG JAYA,PANGGUNG JAYA Jl. Abdi Pradja Rawa Jitu Utara Mesuji Lampung Rawat Inap Sangat Terpencil
2496,1000151433,SUNGAI SIDANG,SUNGAI SIDANG Jl. Poros No.1 Rawa Jitu Utara Mesuji Lampung Non Rawat Inap Sangat Terpencil
2497,1000151392,BUKOPOSO,BUKOPOSO Jl. Kesehatan No.1 Way Serdang Mesuji Lampung Rawat Inap Perdesaan
2498,1000151457,HADIMULYO,HADIMULYO Jl. Merdeka No.06 Way Serdang Mesuji Lampung Non Rawat Inap Perdesaan
2499,1000151354,WIRA BANGUN,WIRA BANGUN Jl. Lintas Sumatera Simpang Pematang Mesuji Lampung Rawat Inap Perdesaan
2500,1000151366,SIMPANG PEMATANG,SIMPANG PEMATANG Jl. Kesehatan No. 003 Simpang Pematang Mesuji Lampung Rawat Inap Perdesaan
2501,1000151378,ADI LUHUR,ADI LUHUR Jl. Poros Panca Jaya Mesuji Lampung Rawat Inap Perdesaan
2502,1000151407,BRABASAN,BRABASAN Jl. Mangga No.4 Tanjung Raya Mesuji Lampung Non Rawat Inap Perdesaan
2503,1000151419,TRI KARYA MULYA,TRI KARYA MULYA Jl. Nusa Indah Tanjung Raya Mesuji Lampung Non Rawat Inap Terpencil
2504,1000129155,MULYO ASRI,"MULYO ASRI Kp. Multo Asri, Kec. Tulang Bawang Tengah Tulang Bawang Tengah Tulang Bawang Barat Lampung Rawat Inap Perkotaan"
2505,1000129181,PANARAGAN JAYA,"PANARAGAN JAYA Jl. Diponegoro, Kp. Panaragan Jaya Tulang Bawang Tengah Tulang Bawang Barat Lampung Rawat Inap Perkotaan"
2506,1000129246,CANDRA MUKTI,CANDRA MUKTI Candra Mukti Rk 01 Kec. Tulang Bawang Tengah Tulang Bawang Tengah Tulang Bawang Barat Lampung Non Rawat Inap Perdesaan
2507,1000129193,DAYA MURNI,"DAYA MURNI Ds. Daya Murni, Kec. Tumijajar Tumijajar Tulang Bawang Barat Lampung Rawat Inap Perkotaan"
2508,1000129234,MARGODADI,MARGODADI Jl. Raya Margodadi Tiyuh Margodadi Jaya Tumijajar Tulang Bawang Barat Lampung Non Rawat Inap Perdesaan
2509,1000129117,KARTA RAHARJA,KARTA RAHARJA Tiyuh Kartaraharja Kec. Tulang Bawang Udik Tulang Bawang Udik Tulang Bawang Barat Lampung Rawat Inap Perdesaan
2510,1000129258,MARGA KENCANA,MARGA KENCANA Tiyuh Marga Kencana Kec. Tulang Bawang Udik Tulang Bawang Udik Tulang Bawang Barat Lampung Non Rawat Inap Perdesaan
2511,1000129208,TOTO MULYO,"TOTO MULYO Kp. Toto Mulyo, Kec. Gunung Terang Gunung Terang Tulang Bawang Barat Lampung Rawat Inap Perdesaan"
2512,1000129129,SUKAJAYA Kp.,"SUKAJAYA Kp. Suka Jaya, Kec. Gunung Agung Gunung Agung Tulang Bawang Barat Lampung Rawat Inap Perdesaan"
2513,1000129260,DWIKORA JAYA,DWIKORA JAYA Tiyuh Dwikora Jaya Kec. Gunung Agung Gunung Agung Tulang Bawang Barat Lampung Non Rawat Inap Perdesaan
2514,1000129179,MERCU BUANA,MERCU BUANA Tiyuh Mercubuana Kec. Way Kenanga Way Kenanga Tulang Bawang Barat Lampung Rawat Inap Perdesaan
2515,1000129222,INDRALOKA JAYA,INDRALOKA JAYA Tiyuh Indra Jaya Kec. Way Kenanga Way Kenanga Tulang Bawang Barat Lampung Non Rawat Inap Perdesaan
2516,1000129143,KIBANG BUDI JAYA,"KIBANG BUDI JAYA Ds. Kibang Budi Jaya, Kec. Lambu Kibang Lambu Kibang Tulang Bawang Barat Lampung Rawat Inap Perdesaan"
2517,1000129210,GILANG TUNGGAL,GILANG TUNGGAL MAKARTA Tiyuh Gilang Tunggal Makarta Kec. Lambu Kibang Lambu Kibang Tulang Bawang Barat Lampung Non Rawat Inap Perdesaan
2518,1000129131,PAGAR DEWA,PAGAR DEWA Tiyuh Pagar Dewa Suka Mulya Kec. Pagar Dewa Pagar Dewa Tulang Bawang Barat Lampung Rawat Inap Perdesaan
2519,1000129167,TOTO KATON,TOTO KATON Tiyuh Toho Kec. Batu Putih Batu Putih Tulang Bawang Barat Lampung Rawat Inap Perdesaan
2520,1000106567,KRUI,KRUI Jl. Fatmawati Lintas Bandarataufik Kiemas Pekon Seray Pesisir Tengah Pesisir Barat Lampung Rawat Inap Perkotaan
2521,1000106555,BIHA,"BIHA Ds. Tanjung Jati Gunung Sari, Kec. Pesisir Selatan Pesisir Selatan Pesisir Barat Lampung Rawat Inap Perdesaan"
2522,1000106581,LEMONG,LEMONG Jl. Raya Syech Amnillah No.1 Pekon Lemong Lemong Pesisir Barat Lampung Rawat Inap Terpencil
2523,1000106634,PUGUNG TAMPAK,"PUGUNG TAMPAK Ds. Kuripan, Kec. Pesisir Utara Pesisir Utara Pesisir Barat Lampung Non Rawat Inap Perdesaan"
2524,1000106622,KARYA PENGGAWA,"KARYA PENGGAWA Jl. Lintas Krui - Bengkulu, Pemangku Sesanggai, Pekon Way Sindi Hanuan Karya Penggawa Pesisir Barat Lampung Rawat Inap Perdesaan"
2525,1000106593,PULAU PISANG,"PULAU PISANG Ds. Labuhan Pulau Pisang, Kec. Pesisir Tengah Pulaupisang Pesisir Barat Lampung Non Rawat Inap Sangat Terpencil"
2526,1000106610,WAY KRUI,WAY KRUI Jl. Adam Malik Dsn. Kejadian Pekon Gunung Kemala Way Krui Pesisir Barat Lampung Non Rawat Inap Perdesaan
2527,1000106608,KRUI SELATAN,KRUI SELATAN Jl. Suntan Syarif Mas Pekon Way Napal Krui Selatan Pesisir Barat Lampung Non Rawat Inap Perdesaan
2528,1000106543,NGAMBUR,"NGAMBUR Ds.Negeri Ratu,Translok, Psr Minggu, Kec. Ngambur Ngambur Pesisir Barat Lampung Rawat Inap Perdesaan"
2529,1000106579,NGARAS,NGARAS Jl. Lintas Barat Sumatera Pekon Sukarame Ngaras Pesisir Barat Lampung Rawat Inap Perdesaan
2530,1000106531,BANGKUNAT,"BANGKUNAT Jl. Syekh Raja Mahdum, Pekon Kota Jawa Bangkunat Pesisir Barat Lampung Rawat Inap Sangat Terpencil"
2531,1000083090,KEDATON,KEDATON Jl. Teuku Umar No.62 Kedaton Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2532,1000083155,PERMATA SUKARAME,PERMATA SUKARAME Jl. P. Sebesi No.91 Sukarame Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2533,1000083222,KORPRI,KORPRI Jl. Pulau Pisang Perum Korpri Blok B1 Sukarame Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2534,1000083337,SUKARAME,SUKARAME Jl. H. Endro Suratimin No.28 Sukarame Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2535,1000083117,GEDONG AIR,GEDONG AIR Jl.Sisingamangaraja No. 3 Kelurahan Gedong Air Kecamatan Tanjung Karang Barat Tanjungkarang Barat Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2536,1000083313,SUSUNAN BARU,SUSUNAN BARU Jl. Sultan Badarudin No.110 Tanjungkarang Barat Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2537,1000083088,PANJANG,PANJANG Jl. Yos Sudarso No.384 T. Betung Panjang Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2538,1000083272,KAMPUNG SAWAH,KAMPUNG SAWAH Jl. Arjuna No. 14 Tanjungkarang Timur Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2539,1000083052,SIMPUR,SIMPUR Jl.Tamin No.121 Kelurahan Kelapa Tiga .Kecamatan Tanjungkarang Pusat Tanjungkarang Pusat Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2540,1000083210,PALAPA,PALAPA Jl. Cut Nyak Dien Gg. Hidayat No. 11 Kelurahan Palapa Kecamatan Tanjungkarang Pusat  Kota Bandar Lampung Tanjungkarang Pusat Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2541,1000083246,PASAR AMBON,PASAR AMBON Jl. Laksamana Malahayati No.11 Telukbetung Selatan Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2542,1000083260,BAKUNG,BAKUNG Jl. Kamboja No. 1 Telukbetung Barat Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2543,1000083179,KUPANG KOTA,"KUPANG KOTA Jl. Patimura No. 14 Kel. Gunung Mas, Kec. Teluk Betung Selatan Telukbetung Utara Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan"
2544,1000083296,SUMUR BATU,SUMUR BATU Jl. Cut Mutia No. 09/11 Sumur Batu Telukbetung Utara Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2545,1000083193,RAJABASA INDAH,RAJABASA INDAH Jl. Pramuka No.1 Rajabasa Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2546,1000083131,WAY KANDIS,WAY KANDIS Jl. Pulau Damar No.90 Tanjung Senang Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2547,1000083105,SUKABUMI,SUKABUMI Jl. P. Bangka No.3 Sukabumi Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2548,1000083208,WAY LAGA,WAY LAGA Jl. Ir. Sutami Km.7 Sukabumi Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2549,1000083234,CAMPANG RAYA,CAMPANG RAYA Jl. Drs. Alimudin Umarno. 39/41 Sukabumi Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2550,1000083129,KEMILING,"KEMILING JL.IMAM BONJOL NO 592, Kel. Sumber Rejo Kec. Kemiling, Kota Bandar Lampung Kemiling Kota Bandar Lampung Lampung Rawat Inap Perkotaan"
2551,1000083181,PINANG JAYA,PINANG JAYA Jl. Murai I No.3 Kemiling Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2552,1000083284,BERINGIN RAYA,BERINGIN RAYA Jl. Minak Sangaji No.1 Kemiling Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2553,1000083258,LABUHAN RATU,LABUHAN RATU Jl. Soekarno Hatta No. 15 A Labuhan Ratu Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2554,1000083143,WAY HALIM II,"WAY HALIM II Jl. Gunung Tanggamus, Perumnas Way Halim Way Halim Kota Bandar Lampung Lampung Rawat Inap Perkotaan"
2555,1000083349,WAY HALIM,WAY HALIM Jl. Raja Basa Ii No. 60 Perums Way Halim Way Halim Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2556,1000083301,SEGALA MIDER,SEGALA MIDER Jl.Pagar Alam No.207 Bandar Lampung Langkapura Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2557,1000083325,KEBON JAHE,KEBON JAHE Jl. Nusa Indah No. 42 Enggal Kota Bandar Lampung Lampung Non Rawat Inap Perkotaan
2558,1000083040,SATELIT,SATELIT Jl. Gajah Mada Nomor 1 Bandar Lampung Kedamaian Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2559,1000083064,SUKAMAJU,SUKAMAJU Jl. Re. Martadinata Rt. 05 Lk.Ii No. 1 Telukbetung Timur Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2560,1000083076,KOTA KARANG,"KOTA KARANG Jl Teluk Ratai No. 18 Kelurahan Kota Karang Raya, Kecamatan Teluk Betung Timur, Kota Bandar Lampung. 35321Telukbetung Timur Kota Bandar Lampung Lampung Rawat Inap Perkotaan"
2561,1000083167,SUKARAJA,SUKARAJA Jl. Yos Sudarso No.242 Bumi Waras Kota Bandar Lampung Lampung Rawat Inap Perkotaan
2562,1000062307,YOSOMULYO,YOSOMULYO Jl. Letjen Basuki Rahmat N0.16 Yosomulyo Metro Pusat Kota Metro Lampung Non Rawat Inap Perkotaan
2563,1000062357,METRO,METRO Jl. May. Jend. Riyacudu No. 26 Metro Pusat Kota Metro Lampung Non Rawat Inap Perkotaan
2564,1000062278,BANJAR SARI,"BANJAR SARI Ds. Banjar Sari, Kec. Metro Utara Metro Utara Kota Metro Lampung Rawat Inap Perkotaan"
2565,1000062369,KARANG REJO,KARANG REJO Jl. Wr Supratman No. 20 Metro Utara Kota Metro Lampung Non Rawat Inap Perkotaan
2566,1000062371,PURWO SARI,"PURWO SARI Ds. Purwo Sari, Kec. Metro Utara Metro Utara Kota Metro Lampung Non Rawat Inap Perkotaan"
2567,1000062280,GANJAR AGUNG,GANJAR AGUNG Jl. Jendral Sudirman Metro Barat Kota Metro Lampung Non Rawat Inap Perkotaan
2568,1000062319,MULYOJATI,MULYOJATI Jl. Letjen Basuki Rahmat No. 18 Metro Barat Kota Metro Lampung Non Rawat Inap Perkotaan
2569,1000062292,IRING MULYO,IRING MULYO Jl. Ki Hajar Dewantara 15 A Metro Timur Kota Metro Lampung Non Rawat Inap Perkotaan
2570,1000062321,YOSODADI,YOSODADI Jl. Gatot Subroto Metro Metro Timur Kota Metro Lampung Non Rawat Inap Perkotaan
2571,1000062345,TEJO AGUNG,TEJO AGUNG Jl. Ahmad Yani Gg. Belimbing No. 2 Metro Timur Kota Metro Lampung Non Rawat Inap Perkotaan
2572,1000062333,MARGOREJO,MARGOREJO Jl. Kapten Pier Tendean Metro Selatan Kota Metro Lampung Non Rawat Inap Perkotaan
2573,1000049991,SUNGAILIAT,SUNGAILIAT Jl. Jend. Sudirman.Cendrawasih 2.No.1 Sungailiat Bangka Kepulauan Bangka
2574,1000050005,SINAR BARU,SINAR BARU Jl. Raya Belinyu Lingkungan Jelutung Sungailiat Bangka Kepulauan Bangka
2575,1000050043,KENANGA,KENANGA Jl. Ir. H. Eko Maulana Ali Lintas Timur Sungailiat Bangka Kepulauan Bangka
2576,1000049941,BELINYU,BELINYU Jl. Depati Barin Belinyu Bangka Kepulauan Bangka
2577,1000050055,GUNUNG MUDA,GUNUNG MUDA Jl. Telang Belinyu Bangka Kepulauan Bangka
2578,1000050017,BATURUSA,BATURUSA Jl. Depati Amir Merawang Bangka Kepulauan Bangka
2579,1000049953,PETALING,PETALING Ds. Petaling Kec. Mendo Barat Mendo Barat Bangka Kepulauan Bangka
2580,1000049989,PENAGAN,PENAGAN Kec. Mendo Barat Mendo Barat Bangka Kepulauan Bangka
2581,1000050031,PEMALI,PEMALI Ds. Pemali Kec. Pemali Pemali Bangka Kepulauan Bangka
2582,1000049965,BAKAM,BAKAM Jl. Raya Sungai Liat Mentok Bakam Bakam Bangka Kepulauan Bangka
2583,1000049977,RIAU SILIP,RIAU SILIP Jl. Raya Riau Silip Bangka Riau Silip Bangka Kepulauan Bangka
2584,1000050029,PUDING BESAR,PUDING BESAR Jl. Raya Sungai Liat - Mentok Puding Besar Bangka Kepulauan Bangka
2585,1000131196,AIR SAGA,AIR SAGA Jl. Air Saga Rt. 010 Rw. 005 Tanjungpandan Belitung Kepulauan Bangka
2586,1000131201,PERAWAS,PERAWAS Jl. Jend. Sudirman Km. 8 Tanjungpandan Belitung Kepulauan Bangka
2587,1000131225,TANJUNG PANDAN,TANJUNG PANDAN Jl. Depati Rahat No. 14 Tanjungpandan Belitung Kepulauan Bangka
2588,1000131160,MEMBALONG,MEMBALONG Jl. Kesehatan No. 1 Rt.003 Rw.001 Membalong Belitung Kepulauan Bangka
2589,1000131184,SIMPANG RUSA,SIMPANG RUSA Jl. Raya Membalong Km. 30 Membalong Belitung Kepulauan Bangka
2590,1000131172,SELAT NASIK,SELAT NASIK Jl. Merdeka Rt.11 Rw.04 Selat Nasik Belitung Kepulauan Bangka
2591,1000131213,TANJUNG BINGA,TANJUNG BINGA Jl. Tanjung Kelayang Rt. 032 Sijuk Belitung Kepulauan Bangka
2592,1000131249,SIJUK,SIJUK Jl. Sijuk Sijuk Belitung Kepulauan Bangka
2593,1000131237,BADAU,BADAU Jl. Kapten Haris Badau Belitung Kepulauan Bangka
2594,1000108541,TOBOALI,TOBOALI Jl. Kolong Dua No.10 Toboali Bangka Selatan Kepulauan Bangka
2595,1000108553,RIAS,RIAS Jl. Raya Rias Km. 08 Toboali Bangka Selatan Kepulauan Bangka
2596,1000108474,TANJUNG LABU,TANJUNG LABU Jl. Aik Bunot Lepar Pongok Bangka Selatan Kepulauan Bangka
2597,1000108462,AIRGEGAS,AIRGEGAS Jl. Raya Airgegas Air Gegas Bangka Selatan Kepulauan Bangka
2598,1000108527,AIRBARA,AIRBARA Jl. Raya Airbara Rt.03 Air Gegas Bangka Selatan Kepulauan Bangka
2599,1000108503,SIMPANG RIMBA,SIMPANG RIMBA Jl. Bathin Tikal No. 3 Simpang Rimba Bangka Selatan Kepulauan Bangka
2600,1000108539,PAYUNG,PAYUNG Jl. Batin Tikal No. 33 Payung Bangka Selatan Kepulauan Bangka
2601,1000108486,TIRAM,TIRAM Jl. Batin Tikal Tukak Sadai Bangka Selatan Kepulauan Bangka
2602,1000108515,BATU BETUMPANG,BATU BETUMPANG Jl. Raya Batu Betumpang Pulaubesar Bangka Selatan Kepulauan Bangka
2603,1000108498,PONGOK,PONGOK Jl. Angkap Serup Kepulauan Pongok Bangka Selatan Kepulauan Bangka
2604,1000087113,KOBA,KOBA Jl. Pos Koba Koba Bangka Tengah Kepulauan Bangka
2605,1000087084,BENTENG,BENTENG Jl. Batu Belubang Pangkalan Baru Bangka Tengah Kepulauan Bangka
2606,1000087096,PANGKALANBARU,PANGKALANBARU Jl. Raya Koba Pangkalan Baru Bangka Tengah Kepulauan Bangka
2607,1000087058,SUNGAISELAN,SUNGAISELAN Jl. Batin Tikal Sungai Selan Bangka Tengah Kepulauan Bangka
2608,1000087137,LAMPUR,LAMPUR Jl. Raya Lampur Sungai Selan Bangka Tengah Kepulauan Bangka
2609,1000087072,SIMPANGKATIS,SIMPANGKATIS Jl. Raya Sungai Selan Simpang Katis Bangka Tengah Kepulauan Bangka
2610,1000087125,NAMANG,NAMANG Jl. Raya Koba Namang Bangka Tengah Kepulauan Bangka
2611,1000087060,LUBUK BESAR,LUBUK BESAR Jl. Raya Lubuk Besar Lubuk Besar Bangka Tengah Kepulauan Bangka
2612,1000087101,PERLANG,PERLANG Jl. Merbah Kayu Ara 3 Dsn. Sadap Lubuk Besar Bangka Tengah Kepulauan Bangka
2613,1000065971,MENTOK,MENTOK Jl. Basuki Rahmad No. 190 Mentok Bangka Barat Kepulauan Bangka
2614,1000065945,SIMPANG TERITIP,SIMPANG TERITIP Jl. Poros Muntok-Sungailiat Simpang Teritip Bangka Barat Kepulauan Bangka
2615,1000065957,KUNDI,KUNDI Jl. Baru Dsn. Iii Kundi Simpang Teritip Bangka Barat Kepulauan Bangka
2616,1000066004,JEBUS,JEBUS Jl. Kampak No. 188 Jebus Bangka Barat Kepulauan Bangka
2617,1000065969,KELAPA,KELAPA Jl. Raya Kelapa Timur Kelapa Bangka Barat Kepulauan Bangka
2618,1000065983,TEMPILANG,TEMPILANG Jl. Panglima Angin No. 20 Tempilang Bangka Barat Kepulauan Bangka
2619,1000065995,SEKAR BIRU,SEKAR BIRU Jl. Tambang Kering Parittiga Bangka Barat Kepulauan Bangka
2620,1000066016,PUPUT,PUPUT Jl. Pasar Parittiga Parittiga Bangka Barat Kepulauan Bangka
2621,1000147834,MANGGAR,"MANGGAR Ds. Kurnia Jaya, Kec. Manggar Manggar Belitung Timur Kepulauan Bangka"
2622,1000147858,MENGKUBANG,"MENGKUBANG Ds. Mengkubang, Kec. Manggar Manggar Belitung Timur Kepulauan Bangka"
2623,1000147793,GANTUNG,"GANTUNG Ds. Lenggang, Kec. Gantung Gantung Belitung Timur Kepulauan Bangka"
2624,1000147846,DENDANG,DENDANG Jl. Ladang Jaya Dsn. Air Asam Dendang Belitung Timur Kepulauan Bangka
2625,1000147822,KELAPA KAMPIT,"KELAPA KAMPIT Ds. Senyubuk, Kec. Kelapa Kampit Kelapa Kampit Belitung Timur Kepulauan Bangka"
2626,1000147810,RENGGIANG,"RENGGIANG Ds. Renggiang, Kec. Simpang Renggiang Simpang Renggiang Belitung Timur Kepulauan Bangka"
2627,1000147808,SIMPANG PESAK,"SIMPANG PESAK Ds. Simpang Pesak, Kec.Simpang Pesak Simpang Pesak Belitung Timur Kepulauan Bangka"
2628,1000074128,AIR ITAM,AIR ITAM Jl. Pasir Padi Bukit Intan Kota Pangkal Pinang Kepulauan Bangka
2629,1000074180,PASIR PUTIH,PASIR PUTIH Jl. Pasir Putih Bukit Intan Kota Pangkal Pinang Kepulauan Bangka
2630,1000074154,KACANG PEDANG,KACANG PEDANG Jl. Kacang Pedang I Taman Sari Kota Pangkal Pinang Kepulauan Bangka
2631,1000074207,TAMAN SARI,TAMAN SARI Jl. Balai Taman Sari Kota Pangkal Pinang Kepulauan Bangka
2632,1000074192,PANGKAL BALAM,PANGKAL BALAM Jl. Re.Martadinata Pangkal Balam Kota Pangkal Pinang Kepulauan Bangka
2633,1000074142,MELINTANG,MELINTANG Jl. Sungai Selatan Rangkui Kota Pangkal Pinang Kepulauan Bangka
2634,1000074166,GERUNGGANG,GERUNGGANG Jl. Tua Tunu Indah Gerunggang Kota Pangkal Pinang Kepulauan Bangka
2635,1000074178,SELINDUNG,SELINDUNG Jl. Selindung Gabek Kota Pangkal Pinang Kepulauan Bangka
2636,1000074130,GIRIMAYA,GIRIMAYA Kec. Girimaya Girimaya Kota Pangkal Pinang Kepulauan Bangka
2637,1000133948,KAWAL,KAWAL Jl. Wisata Bahari Km 26 Gunung Kijang Bintan Kepulauan Riau Rawat Inap Perkotaan
2638,1000134021,SEI LEKOP,"SEI LEKOP Jl. Nusantara Km 18, Kp. Sidomulyo Bintan Timur Bintan Kepulauan Riau Non Rawat Inap Perdesaan"
2639,1000134069,KIJANG,KIJANG Jl. Barek Motor No.2 Bintan Timur Bintan Kepulauan Riau Non Rawat Inap Perkotaan
2640,1000133962,TANJUNG UBAN,TANJUNG UBAN Jl. Imam Bonjol Tanjung Uban Bintan Utara Bintan Kepulauan Riau Rawat Inap Perkotaan
2641,1000134019,TELUK BINTAN,TELUK BINTAN Jl. Tok Sadek No. 5 Teluk Bintan Bintan Kepulauan Riau Non Rawat Inap Perdesaan
2642,1000133950,TAMBELAN,TAMBELAN Jl. Bakti Husada Tambelan Bintan Kepulauan Riau Rawat Inap Sangat Terpencil
2643,1000133998,TELUK SEBONG,TELUK SEBONG Jl. Raya Tanjung Uban Km.80 Telukk Sebong Bintan Kepulauan Riau Non Rawat Inap Perdesaan
2644,1000134045,SRI BINTAN,SRI BINTAN Jl.Raya Tanjung Uban Km 51 Telukk Sebong Bintan Kepulauan Riau Non Rawat Inap Perdesaan
2645,1000134057,BERAKIT,BERAKIT Jl. Bathin M.Ali Telukk Sebong Bintan Kepulauan Riau Non Rawat Inap Perdesaan
2646,1000134071,TOAPAYA,TOAPAYA Jl. Raya Tanjung Uban Km.26 Toapaya Bintan Kepulauan Riau Non Rawat Inap Perdesaan
2647,1000133974,MANTANG,MANTANG Jl. Kayu Arang Rt 2 Rw 1 Mantang Lama Mantang Bintan Kepulauan Riau Rawat Inap Terpencil
2648,1000133986,NUMBING Kp.,NUMBING Kp. Gin Besar Rt 001/Rw001 Ds. Numbing Kec. Bintan Pesisir Bintan Pesisir Bintan Kepulauan Riau Non Rawat Inap Terpencil
2649,1000134033,KELONG,KELONG Jl. Kesehatan Bintan Pesisir Bintan Kepulauan Riau Non Rawat Inap Terpencil
2650,1000134007,TELUK SASAH,TELUK SASAH Jl. Kp. Harapan Seri Kuala Lobam Bintan Kepulauan Riau Non Rawat Inap Perdesaan
2651,1000134083,KUALA SEMPANG,KUALA SEMPANG Jl. Lintas Barat Seri Kuala Lobam Bintan Kepulauan Riau Non Rawat Inap Perdesaan
2652,1000111914,MORO,MORO Jl. Sudirman Moro Moro Karimun Kepulauan Riau Rawat Inap Perdesaan
2653,1000112011,TANJUNG BATU,TANJUNG BATU Jl. Parit Lintang Rt 002 Rw 001 Kundur Karimun Kepulauan Riau Non Rawat Inap Perkotaan
2654,1000111926,TANJUNG BALAI,TANJUNG BALAI Jl. Kartini No.41 Karimun Karimun Kepulauan Riau Rawat Inap Perkotaan
2655,1000111964,MERAL,MERAL Jl. Pelabuhan Parit Rempak Meral Karimun Kepulauan Riau Non Rawat Inap Perkotaan
2656,1000111976,TEBING,TEBING Jl. D.I Panjaitan Tebing Karimun Kepulauan Riau Non Rawat Inap Perkotaan
2657,1000111952,BURU,BURU Jl.M. Rasip-Kandis Rw/Rt.09/01 Buru Karimun Kepulauan Riau Non Rawat Inap Perdesaan
2658,1000111940,TANJUNG BERLIAN,TANJUNG BERLIAN Jl. Hang Tuah Kundur Utara Karimun Kepulauan Riau Non Rawat Inap Perdesaan
2659,1000112009,KUNDUR BARAT,KUNDUR BARAT Jl. Besar Layang Kobel Kundur Barat Karimun Kepulauan Riau Non Rawat Inap Perdesaan
2660,1000111902,DURAI,DURAI Jl. Kapten Muchtar Rt 004 Rw 001 Durai Karimun Kepulauan Riau Rawat Inap Sangat Terpencil
2661,1000111988,MERAL BARAT,MERAL BARAT Jl. Guntung Punak Rt 003 Rw 003 Meral Barat Karimun Kepulauan Riau Non Rawat Inap Perdesaan
2662,1000111938,UNGAR,UNGAR Jl. Achmad Abbas Ungar Karimun Kepulauan Riau Non Rawat Inap Perdesaan
2663,1000112023,BELAT,BELAT Jl. Sungai Merpati Rt 01 Rw 03 Dsa Sebele Belat Karimun Kepulauan Riau Non Rawat Inap Terpencil
2664,1000111990,NIUR PERMAI,NIUR PERMAI Jl. Separi Sugie Besar Karimun Kepulauan Riau Non Rawat Inap Sangat Terpencil
2665,1000089147,MIDAI,MIDAI Jl. Tanjung Selamat Rt. 002/Rw. 002 Midai Natuna Kepulauan Riau Rawat Inap Sangat Terpencil
2666,1000089094,SEDANAU,"SEDANAU Jl. Hang Tuah No.20, Rt.002/Rw.002 Bunguran Barat Natuna Kepulauan Riau Rawat Inap Terpencil"
