No,Kode,Nama Puskesmas,Raw Text
5970,1000151914,TELUKNAGA,TELUKNAGA Jl. Raya Kampung Melayu Km. 2 Teluknaga Tangerang Banten Non Rawat Inap Perkotaan
5971,1000151732,KOSAMBI,KOSAMBI Jl. Raya Bojong Renged No. 1 Km 5 Rt 016 Rw 008 Kosambi Tangerang Banten Non Rawat Inap Perdesaan
5972,1000151859,SALEMBARAN JAYA,SALEMBARAN JAYA Jl. Raya Putri 3 Kosambi Tangerang Banten Non Rawat Inap Perdesaan
5973,1000151964,PAKUHAJI,PAKUHAJI Jl. Jembatan Papan Rt. 04 Rw. 05 Pakuhaji Tangerang Banten Non Rawat Inap Perdesaan
5974,1000152061,SUKAWALI Jl,SUKAWALI Jl Raya Cituis Pakuhaji Tangerang Banten Non Rawat Inap Perdesaan
5975,1000151665,SEPATAN,SEPATAN Jl. Raya Mauk Km.11 Sepatan Tangerang Banten Rawat Inap Perdesaan
5976,1000151677,CURUG,CURUG Jl. Raya Plp Curug Curug Tangerang Banten Rawat Inap Perkotaan
5977,1000151976,BINONG,"BINONG Jl. Raya Cijengir Binong, Binong Curug Tangerang Banten Non Rawat Inap Perkotaan"
5978,1000151756,CIKUPA,CIKUPA Jl. Raya Otonom Cikupa - Pasar Kemis Rt. 01 Rw. 01 Cikupa Tangerang Banten Non Rawat Inap Perkotaan
5979,1000151990,PASIR JAYA,PASIR JAYA Jl. Pasir Raya Cikupa Tangerang Banten Non Rawat Inap Perkotaan
5980,1000152009,PANONGAN,PANONGAN Jl. Raya Pertamina Ciapus Panongan Tangerang Banten Non Rawat Inap Perkotaan
5981,1000151897,LEGOK,LEGOK Jl. Raya Legok No. 08 Legok Tangerang Banten Non Rawat Inap Perkotaan
5982,1000151902,CARINGIN,CARINGIN Jl. Raya Legok-Parung Panjang No 81 Legok Tangerang Banten Non Rawat Inap Perkotaan
5983,1000152073,BOJONG KAMAL,BOJONG KAMAL Jl. Cibinglu Legok Tangerang Banten Non Rawat Inap Perkotaan
5984,1000151794,PAGEDANGAN,PAGEDANGAN Jl. Raya Pagedangan Pagedangan Tangerang Banten Non Rawat Inap Perkotaan
5985,1000151744,CISAUK,CISAUK Jl. Raya Lapan Cisauk Cisauk Tangerang Banten Non Rawat Inap Perkotaan
5986,1000151938,SURADITA,"SURADITA Jl. Anggrek Raya, Perum Suradita Cisauk Tangerang Banten Non Rawat Inap Perkotaan"
5987,1000151811,SUKAMULYA,SUKAMULYA Jl. Raya Kronjo Sukamulya Tangerang Banten Non Rawat Inap Perkotaan
5988,1000151720,BOJONG NANGKA,BOJONG NANGKA Perumahan Dasana Indah Blok Rd Ds./Kel. Bojong Nangka Kec. Kelapa Dua Kelapa Dua Tangerang Banten Non Rawat Inap Perkotaan
5989,1000151926,KELAPA DUA,KELAPA DUA Jl. Layar Iv Kelapa Dua Tangerang Banten Non Rawat Inap Perkotaan
5990,1000151952,JALAN EMAS,JALAN EMAS Jl. Emas Raya No.9A Kelapa Dua Tangerang Banten Non Rawat Inap Perkotaan
5991,1000152011,JALAN KUTAI,"JALAN KUTAI Jl. Kecubung Raya, Perumahan Harapan Kita Kelapa Dua Tangerang Banten Non Rawat Inap Perkotaan"
5992,1000152047,SINDANG JAYA,SINDANG JAYA Jl. Raya Pondok-Pasar Kemis Sindang Jaya Tangerang Banten Non Rawat Inap Perkotaan
5993,1000151988,KEDAUNG BARAT,KEDAUNG BARAT Jl.Raya Kedaung Barat Sepatan Timur Tangerang Banten Non Rawat Inap Perdesaan
5994,1000151823,CIKUYA,CIKUYA Jl. Raya Taman Adiyasa No1 Rt007 Rw002 Solear Tangerang Banten Non Rawat Inap Perkotaan
5995,1000152023,GUNUNG KALER,GUNUNG KALER Jl. Syekh Nawawi Gunung Kaler Tangerang Banten Non Rawat Inap Perdesaan
5996,1000152035,MEKAR BARU,MEKAR BARU Jl. Kh. Suhaemi No. 3 Mekar Baru Tangerang Banten Non Rawat Inap Perdesaan
5997,1000128735,KRAMAT WATU,KRAMAT WATU Jl. Raya Cilegon Km 8 Kramatwatu Serang Banten Rawat Inap Perkotaan
5998,1000128917,WARINGIN KURUNG,WARINGIN KURUNG Jl. Sasahan No. 1 Waringinkurung Serang Banten Non Rawat Inap Perdesaan
5999,1000128761,BOJONEGARA,BOJONEGARA Jl. Kh Bakri No. 03 Bojonegara Serang Banten Rawat Inap Perdesaan
6000,1000128967,PULO AMPEL,PULO AMPEL Jl. Raya Pulo Ampel Pulo Ampel Serang Banten Non Rawat Inap Perdesaan
6001,1000128723,CIRUAS,CIRUAS Jl. Raya Jakarta Ciruas Serang Banten Rawat Inap Perkotaan
6002,1000128773,KRAGILAN,KRAGILAN Jl. Raya Jakarta Km 18 Kragilan Serang Banten Rawat Inap Perkotaan
6003,1000128943,PEMATANG,"PEMATANG Ds. Pematang, Kec. Kragilan Kragilan Serang Banten Non Rawat Inap Perdesaan"
6004,1000128802,PONTANG,"PONTANG Ds. Pontang, Kec. Pontang Pontang Serang Banten Rawat Inap Perdesaan"
6005,1000128864,TIRTAYASA,TIRTAYASA Jl. Raya Tirtayasa Tirtayasa Serang Banten Non Rawat Inap Perdesaan
6006,1000128694,TANARA,TANARA Jl. Syech Nawawi No. 02 Tanara Serang Banten Rawat Inap Perdesaan
6007,1000128759,CIKANDE,CIKANDE Jl. Raya Jakarta - Serang Km 27 Cikande Serang Banten Rawat Inap Perkotaan
6008,1000128929,KIBIN,KIBIN Jl. Raya Serang Jakarta Km 21 Kibin Serang Banten Non Rawat Inap Perdesaan
6009,1000128747,CARENANG,CARENANG Jl. Raya Warung Selikur Km. 6 Carenang Serang Banten Rawat Inap Perdesaan
6010,1000128955,BINUANG,BINUANG Jl. Raya Gorda Km 7 Binuang Serang Banten Non Rawat Inap Perdesaan
6011,1000128709,PETIR,PETIR Jl. Raya Petir Tunjung Km. 17 Petir Serang Banten Rawat Inap Perdesaan
6012,1000128814,TUNJUNG TEJA,TUNJUNG TEJA Jl. Kh. Abdul Kadir Tunjung Teja Serang Banten Non Rawat Inap Perdesaan
6013,1000128826,BAROS,BAROS Jl. Raya Pandeglang Km. 12 Baros Serang Banten Non Rawat Inap Perdesaan
6014,1000128668,CIKEUSAL Kp.,"CIKEUSAL Kp. Sukaratu Ds.Sukaratu, Kec. Cikeusal Cikeusal Serang Banten Rawat Inap Perdesaan"
6015,1000128670,PAMARAYAN,PAMARAYAN Jl. Simpang Tiga Km 1 Pamarayan Serang Banten Rawat Inap Perdesaan
6016,1000128682,NYOMPOK,"NYOMPOK Ds. Nyompok, Kec. Kopo Kopo Serang Banten Rawat Inap Perkotaan"
6017,1000128840,KOPO,KOPO Jl. Kopo Maja No. 5 Kopo Serang Banten Non Rawat Inap Perdesaan
6018,1000128797,JAWILAN,JAWILAN Jl. Raya Jawilan Jawilan Serang Banten Rawat Inap Perdesaan
6019,1000128785,CIOMAS,CIOMAS Jl. Raya Ciomas Km 1 Kp. Sukapaksa Ciomas Serang Banten Rawat Inap Perdesaan
6020,1000128931,PABUARAN,PABUARAN Jl. Raya Palka Km 8 Pabuaran Serang Banten Non Rawat Inap Perdesaan
6021,1000128838,PADARINCANG,PADARINCANG Jl. Raya Palka Km 35 Padarincang Serang Banten Non Rawat Inap Perdesaan
6022,1000128711,ANYAR,ANYAR Jl. Raya Anyar Labuhan No. 20 Anyar Serang Banten Rawat Inap Perkotaan
6023,1000128876,CINANGKA,CINANGKA Jl. Raya Pantai Karang Bolong Km. 141 Cinangka Serang Banten Non Rawat Inap Perdesaan
6024,1000128852,MANCAK,MANCAK Jl. Raya Mancak Mancak Serang Banten Non Rawat Inap Perdesaan
6025,1000128888,GUNUNG SARI,GUNUNG SARI Jl. Gunung Sari Km 13 Gunungsari Serang Banten Non Rawat Inap Perdesaan
6026,1000128905,BANDUNG,BANDUNG Jl. Raya Bandung - Pamarayan Bandung Serang Banten Non Rawat Inap Perdesaan
6027,1000128890,LEBAKWANGI,LEBAKWANGI Jl. Nambo - Teras Bendung Km.06 Lebak Wangi Serang Banten Non Rawat Inap Perdesaan
6028,1000115362,TANAH TINGGI,TANAH TINGGI Jl. Al Muhajirin Rt 03 Rw 04 Tangerang Kota Tangerang Banten Non Rawat Inap Perkotaan
6029,1000115427,CIKOKOL Jl,CIKOKOL Jl Mh. Thamrin Tangerang Kota Tangerang Banten Non Rawat Inap Perkotaan
6030,1000115518,SUKASARI,SUKASARI Jl. Veteran No.1 Rt 5 Rw 8 Tangerang Kota Tangerang Banten Non Rawat Inap Perkotaan
6031,1000115192,MANIS JAYA,"MANIS JAYA Jl. Cikoneng Girang, Rt. 002 Rw. 004 Jatiuwung Kota Tangerang Banten Non Rawat Inap Perkotaan"
6032,1000115398,JATIUWUNG,JATIUWUNG Jl. Gatot Subroto Km 5 Jatiuwung Kota Tangerang Banten Non Rawat Inap Perkotaan
6033,1000115219,BATUCEPER,BATUCEPER Jl. Daan Mogot Km. 21 No. 257 Batuceper Kota Tangerang Banten Non Rawat Inap Perkotaan
6034,1000115489,PORIS GAGA,"PORIS GAGA LAMA Taman Poris Gaga, Jl. Flamboyan Ii Blok F-4 Batuceper Kota Tangerang Banten Non Rawat Inap Perkotaan"
6035,1001488778,BATUSARI,BATUSARI Jl. Juanda Rt. 002/003 No. 40 Batuceper Kota Tangerang Banten Non Rawat Inap Perkotaan
6036,1000115221,JURUMUDI BARU,JURUMUDI BARU Jl. Halim Perdana Kusuma Benda Kota Tangerang Banten Non Rawat Inap Perkotaan
6037,1000115283,BENDA,BENDA Jl. Permata Bandara No. 21 Benda Kota Tangerang Banten Non Rawat Inap Perkotaan
6038,1000115348,PETIR,"PETIR Jl.Kh.Achmad Dahlan, Rt 006 Rw 010 Cipondoh Kota Tangerang Banten Non Rawat Inap Perkotaan"
6039,1000115441,KETAPANG,KETAPANG Jl. Darussalam Xi Rt. 005 / 008 Cipondoh Kota Tangerang Banten Non Rawat Inap Perkotaan
6040,1000115520,CIPONDOH,CIPONDOH Jl. Kh Hasyim Anshari Rt 001/001 No 1 Cipondoh Kota Tangerang Banten Non Rawat Inap Perkotaan
6041,1000115532,PORIS PLAWAD,PORIS PLAWAD Jl. Banteng Betawi Rt. 005/003 Cipondoh Kota Tangerang Banten Non Rawat Inap Perkotaan
6042,1000115180,PANINGGILAN,PANINGGILAN Jl. Dr. Cipto Mangunkusumo/ Jl. H. M. Yusuf No. 1 Ciledug Kota Tangerang Banten Non Rawat Inap Perkotaan
6043,1000115295,TAJUR,TAJUR Jl. Wisma Tajur Blok D-2 Ciledug Kota Tangerang Banten Non Rawat Inap Perkotaan
6044,1000115453,CILEDUG,CILEDUG Jl.Raden Fatah No 125 Rt 002 Rw 003 Ciledug Kota Tangerang Banten Non Rawat Inap Perkotaan
6045,1000115207,PABUARAN TUMPENG,PABUARAN TUMPENG Jl. Benua Raya Karawaci Kota Tangerang Banten Non Rawat Inap Perkotaan
6046,1000115245,BUGEL,BUGEL Jl. Arya Wasangkara No. 5 Karawaci Kota Tangerang Banten Non Rawat Inap Perkotaan
6047,1000115336,KARAWACI BARU,KARAWACI BARU Jl. Beringin Raya Perumnas I Karawaci Kota Tangerang Banten Non Rawat Inap Perkotaan
6048,1000115386,PASAR BARU,PASAR BARU Jl. Ks.Tubun No 02 Karawaci Kota Tangerang Banten Non Rawat Inap Perkotaan
6049,1000115269,GEBANG RAYA,GEBANG RAYA Jl. Villa Tangerang Regency Rt. 01 Rw. 12 Periuk Kota Tangerang Banten Non Rawat Inap Perkotaan
6050,1000115271,SANGIANG,SANGIANG Jl. Cempaka Xiii No.5A Perum Taman Cibodas Periuk Kota Tangerang Banten Non Rawat Inap Perkotaan
6051,1000115439,GEMBOR,GEMBOR Jl. Sumatera Blok C 10 Total Persada Kelurahan Gembor Periuk Kota Tangerang Banten Non Rawat Inap Perkotaan
6052,1000115465,PERIUK JAYA,PERIUK JAYA Jl. Cemara Raya Periuk Kota Tangerang Banten Non Rawat Inap Perkotaan
6053,1000115166,PANUNGGANGAN BARAT,PANUNGGANGAN BARAT Jl. Bango Raya Rt. 02 Rw. 06 Cibodas Kota Tangerang Banten Non Rawat Inap Perkotaan
6054,1000115415,BAJA,BAJA Jl. Baja Raya Cibodas Kota Tangerang Banten Non Rawat Inap Perkotaan
6055,1000115477,CIBODASARI,CIBODASARI Jl. Palem Raya No.1 Cibodas Kota Tangerang Banten Non Rawat Inap Perkotaan
6056,1000115300,NEGLASARI,NEGLASARI Jl. Mustang No 1 Neglasari Kota Tangerang Banten Non Rawat Inap Perkotaan
6057,1000115324,KEDAUNG WETAN,KEDAUNG WETAN Jl. Amd Manunggal X Rt. 004 Rw. 004 Neglasari Kota Tangerang Banten Non Rawat Inap Perkotaan
6058,1000115257,KUNCIRAN BARU,KUNCIRAN BARU Jl. Sultan Ageng Tirtayasa Pinang Kota Tangerang Banten Non Rawat Inap Perkotaan
6059,1000115312,KUNCIRAN,KUNCIRAN Jl. Pepabri Raya Pinang Kota Tangerang Banten Non Rawat Inap Perkotaan
6060,1000115506,PANUNGGANGAN,PANUNGGANGAN Jl. Kyai Maja No. 2 Rt. 002 Rw. 003 Pinang Kota Tangerang Banten Non Rawat Inap Perkotaan
6061,1001488766,SUDIMARA PINANG,SUDIMARA PINANG Jl. Boulevard Graha Raya Rt. 01 Rw. 04 Pinang Kota Tangerang Banten Non Rawat Inap Perkotaan
6062,1000115350,KARANG TENGAH,KARANG TENGAH Jl. Ciremai Raya Karang Tengah Kota Tangerang Banten Non Rawat Inap Perkotaan
6063,1000115374,PONDOK BAHAR,PONDOK BAHAR Jl. Sunan Giri No. 2 Rt. 002/002 Karang Tengah Kota Tangerang Banten Non Rawat Inap Perkotaan
6064,1000115403,PEDURENAN Ciledug,PEDURENAN Ciledug Indah Ii Jl.Bandung E-23 Rt.008/Rw.008 Karang Tengah Kota Tangerang Banten Non Rawat Inap Perkotaan
6065,1000115178,LARANGAN UTARA,LARANGAN UTARA Jl. Inpres Vi Rt. 003 Rw. 007 No. 88-A Larangan Kota Tangerang Banten Non Rawat Inap Perkotaan
6066,1000115491,CIPADU,CIPADU Jl. Mutiara Larangan Kota Tangerang Banten Non Rawat Inap Perkotaan
6067,1000093174,CIBEBER Komplek,"CIBEBER Komplek Pci Blok D 52 Kel. Cibeber, Kec. Cibeber Cibeber Kota Cilegon Banten Non Rawat Inap Perkotaan"
6068,1000093136,CILEGON,CILEGON Jl. Raya Bagendung Link. Pabuaran Rt 01/Rw 06 Cilegon Kota Cilegon Banten Non Rawat Inap Perkotaan
6069,1000093150,PULO MERAK,PULO MERAK Jl. Re. Martadinata Km 2 Link. Sukajaya Rt 03/Rw 06 Pulomerak Kota Cilegon Banten Non Rawat Inap Perkotaan
6070,1000093148,CIWANDAN,CIWANDAN Jl. Aat-Rusli Link. Jangkar Kulon Rt 009/Rw 004 Ciwandan Kota Cilegon Banten Non Rawat Inap Perkotaan
6071,1000093100,JOMBANG,JOMBANG Jl. Keranggot Jombang Kota Cilegon Banten Non Rawat Inap Perkotaan
6072,1000093124,GROGOL,GROGOL Jl. Puskesmas Grogol Gerogol Kota Cilegon Banten Non Rawat Inap Perkotaan
6073,1000093112,PURWAKARTA,PURWAKARTA Jl. Kaligandu Link. Kubang Welingi Purwakarta Kota Cilegon Banten Non Rawat Inap Perkotaan
6074,1000093162,CITANGKIL,CITANGKIL Jl. Kh. Agus Salim Nomor 3 Link. Delingseng Citangkil Kota Cilegon Banten Non Rawat Inap Perkotaan
6075,1000093186,CITANGKIL II,"CITANGKIL II Link. Jeruk Tipis Rt. 06 Rw. 03, Kel. Lebak Denok Kec. Citangkil Citangkil Kota Cilegon Banten Non Rawat Inap Perkotaan"
6076,1000072118,SINGANDARU,SINGANDARU Jl. Letnan Jidun No. 4 Serang Kota Serang Banten Non Rawat Inap Perkotaan
6077,1000072120,SERANG KOTA,SERANG KOTA Jl.. Jendral Amhad Yani No.159 Ciwaktu Serang Kota Serang Banten Non Rawat Inap Perkotaan
6078,1000072168,UNYUR,"UNYUR Ds. Unyur, Kec. Serang Serang Kota Serang Banten Non Rawat Inap Perkotaan"
6079,1000072211,RAU,RAU Jl. Raya Cikepuh Rau Serang Kota Serang Banten Non Rawat Inap Perkotaan
6080,1000072235,CIRACAS,CIRACAS Jl. Adikara No. 1 Blok A Perumnas Ciracas Serang Kota Serang Banten Non Rawat Inap Perkotaan
6081,1000072132,KASEMEN,KASEMEN Jl. Banten Lama Kp. Sukadiri Kasemen Kota Serang Banten Non Rawat Inap Perkotaan
6082,1000072144,KILASAH,KILASAH Jl. Warung Jaud Kasemen Kota Serang Banten Non Rawat Inap Perkotaan
6083,1000072209,SAWAH LUHUR,SAWAH LUHUR Jl. Kasemen-Pontang Kasemen Kota Serang Banten Non Rawat Inap Perkotaan
6084,1000072106,WALANTAKA,WALANTAKA Jl. Ciruas - Petir Km.5 Walantaka Kota Serang Banten Non Rawat Inap Perkotaan
6085,1000072156,KALODRAN,"KALODRAN Ds. Kalodran, Kec. Walantaka Walantaka Kota Serang Banten Non Rawat Inap Perkotaan"
6086,1000072089,CURUG,"CURUG Jl. Raya Sempu Petir Km, 7 No 30 Curug Kota Serang Banten Non Rawat Inap Perkotaan"
6087,1000072091,BANJAR AGUNG,BANJAR AGUNG Jl. Syech Nawawi Al-Bantani Cipocok Jaya Kota Serang Banten Non Rawat Inap Perkotaan
6088,1000072182,BANTEN GIRANG,BANTEN GIRANG Jl. Raya Pandeglang Km 4 Cipocok Jaya Kota Serang Banten Non Rawat Inap Perkotaan
6089,1000072194,CIPOCOK JAYA,CIPOCOK JAYA Jl. Raya Petir Km. 4 Cipocok Jaya Kota Serang Banten Non Rawat Inap Perkotaan
6090,1000072170,PANCUR,"PANCUR Ds. Pancur, Kec. Taktakan Taktakan Kota Serang Banten Non Rawat Inap Perkotaan"
6091,1000072223,TAKTAKAN,TAKTAKAN Jl. Raya Taktakan Gunung Sari Km 6 Taktakan Kota Serang Banten Non Rawat Inap Perkotaan
6092,1000050366,SERPONG II,SERPONG II Jl. Raya Serpong Puspitek Rt. 005/Rw 004 Serpong Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6093,1000050392,RAWA BUNTU,RAWA BUNTU Jl. Raya Rawa Buntu Rt 05/02 Serpong Kota Tangerang Selatan Banten Rawat Inap Perkotaan
6094,1000050421,LENGKONG WETAN,"LENGKONG WETAN Perum Gbs Rt 003 Rw 009 Kel. Lengkong Wetan, Kec. Serpong Serpong Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan"
6095,1000050603,SERPONG I,SERPONG I Jl. Raya Serpong 1 Serpong Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6096,1000673833,RAWA MEKAR JAYA,RAWA MEKAR JAYA Jl. Sumatera Sektor Xiv Utara Nusa Loka Bsd Serpong Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6097,1000673845,CIATER,CIATER Jl. H. Nawawi Rt. 004 Rw.009 Serpong Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6098,1000050457,PAKU ALAM,PAKU ALAM Jl. Griya Hijau Rt. 003/005 Serpong Utara Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6099,1000050512,PONDOK JAGUNG,"PONDOK JAGUNG Kompleks Perumahan Eka Bakti Rt 01/04 Kel. Pondok Jagung, Kec. Serpong Utara Serpong Utara Kota Tangerang Selatan Banten Rawat Inap Perkotaan"
6100,1000673821,LENGKONG KARYA,LENGKONG KARYA Jl. Masjid Al - Barokah No. 35 Rt. 02/03 Serpong Utara Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6101,1000050328,JURANG MANGU,JURANG MANGU Jl. Kel.  Rt.006/002 Pondok Aren Kota Tangerang Selatan Banten Rawat Inap Perkotaan
6102,1000050330,PONDOK BETUNG,PONDOK BETUNG Jl. Raya Pondok Betung Rt. 004/005 Pondok Aren Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6103,1000050483,PARIGI,PARIGI Jl. Komplek Perkantoran Pondok Aren Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6104,1000050524,PONDOK AREN,PONDOK AREN Jl. Puskesmas No 55 Rt 02/01 Pondok Aren Kota Tangerang Selatan Banten Rawat Inap Perkotaan
6105,1000050550,PONDOK PUCUNG,PONDOK PUCUNG Jl. Santunan Jaya Rt 001/003 Pondok Aren Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6106,1000050598,PONDOK KACANG TIMUR,PONDOK KACANG TIMUR Jl. Gelora I No. I.A Pondok Aren Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6107,1000050316,JOMBANG,JOMBANG Jl. Sumatera No. 3 Ciputat Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6108,1000050378,KAMPUNG SAWAH,KAMPUNG SAWAH Jl. Gelatik No 1 Rt. 06/01 Ciputat Kota Tangerang Selatan Banten Rawat Inap Perkotaan
6109,1000050471,SAWAH BARU,SAWAH BARU Jl. Palem Puri Kampung Poncol Rt 003 Rw 006 Ciputat Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6110,1000050536,CIPUTAT,CIPUTAT Jl. Ki Hajar Dewantara No. 7 Ciputat Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6111,1000050548,SITU GINTUNG,SITU GINTUNG Jl. Bougenvil Kampung Dukuh Rt. 003/001 Ciputat Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6112,1000050354,CIPUTAT TIMUR,CIPUTAT TIMUR Jl. Anggur I Ciputat Timur Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6113,1000050380,PONDOK RANJI,PONDOK RANJI Jl.Beruang 2 Rt002/002 Ciputat Timur Kota Tangerang Selatan Banten Rawat Inap Perkotaan
6114,1000050495,RENGAS,RENGAS Jl. Kenari Raya Iv Bintaro Jaya Sektor Ii Ciputat Timur Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6115,1000050574,PISANGAN,PISANGAN Jl. Hijau Lestari Vii Komplek Perumahan Pondok Hijau Ciputat Timur Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6116,1000050615,CIREUNDEU,CIREUNDEU Jl. Garuda Nomor 1 Ciputat Timur Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6117,1000050342,PONDOK BENDA,PONDOK BENDA Jl. Benda Barat No 14 Perum Pamulang Permai 2 Rt. 006/010 Pamulang Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6118,1000050407,PONDOK CABE ILIR,PONDOK CABE ILIR Jl. Kubis Iv Rt 005 Rw 006 Pamulang Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6119,1000050419,PAMULANG,PAMULANG Jl. Raya Surya Kencana No. 1 Pamulang Kota Tangerang Selatan Banten Rawat Inap Perkotaan
6120,1000050445,BENDA BARU,"BENDA BARU Kompleks Villa Dago Rt 07/20 Kel. Benda Baru, Kec. Pamulang Pamulang Kota Tangerang Selatan Banten Rawat Inap Perkotaan"
6121,1000050500,BAMBU APUS,BAMBU APUS Jl. Kana Mas Komplek Villa Pamulang Mas Pamulang Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6122,1000050562,PAMULANG TIMUR,PAMULANG TIMUR Jl. Cimpedak Raya Komplek Pamulang Estat Pamulang Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6123,1000673857,KEDAUNG Jl,KEDAUNG Jl Aria Putra Gang H Betong Rt 007 Rw 08 Pamulang Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6124,1000050433,BAKTI JAYA,BAKTI JAYA Komplek Permata Pamulang Jl. Raya Puspitek Setu Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6125,1000050469,KRANGGAN,KRANGGAN Jl. Baru Lingkar Selatan Setu Kota Tangerang Selatan Banten Rawat Inap Perkotaan
6126,1000050586,SETU,SETU Jl. Raya Puspitek Setu Kota Tangerang Selatan Banten Non Rawat Inap Perkotaan
6127,1000049616,II NEGARA,II NEGARA Jl. Raya Pengambengan Negara Jembrana Bali Rawat Inap Perdesaan
6128,1000049680,I NEGARA,I NEGARA Jl. Raya Denpasar-Gilimanuk Negara Jembrana Bali Non Rawat Inap Perdesaan
6129,1000049604,I MENDOYO,I MENDOYO Jl. Raya Denpasar - Gilimanuk Km. 90 Mendoyo Jembrana Bali Rawat Inap Perdesaan
6130,1000049678,II MENDOYO,II MENDOYO Jl. Raya Denpasar Gilimanuk Mendoyo Jembrana Bali Non Rawat Inap Perdesaan
6131,1000049599,I PEKUTATAN,I PEKUTATAN Jl. Raya Pekutatan-Pupuan Pekutatan Jembrana Bali Rawat Inap Perdesaan
6132,1000049654,II PEKUTATAN,"II PEKUTATAN Banjar Pasar, Ds. Gumbrih, Kec. Pekutatan Pekutatan Jembrana Bali Non Rawat Inap Perdesaan"
6133,1000049628,II MELAYA,II MELAYA Jl. Raya Pelabuhan No.20 Gilimanuk Melaya Jembrana Bali Rawat Inap Perdesaan
6134,1000049642,I MELAYA,I MELAYA Jl. Jaya Sakti Melaya Jembrana Bali Rawat Inap Perdesaan
6135,1000049630,II JEMBRANA,II JEMBRANA Ds. Yeh Kuning Kec. Jembrana Jembrana Jembrana Bali Rawat Inap Perdesaan
6136,1000049666,I JEMBRANA,I JEMBRANA Jl. Gajah Mada No.1 Dangin Tukadaya Jembrana Jembrana Bali Non Rawat Inap Perkotaan
6137,1000131627,SELEMADEG Jl,SELEMADEG Jl Rajawali No 20 Bajera Selemadeg Tabanan Bali Rawat Inap Perdesaan
6138,1000131756,SELEMADEG TIMUR,SELEMADEG TIMUR 1 Jl Raya Denpasar Gilimanuk Selamadeg Timur Tabanan Bali Non Rawat Inap Perdesaan
6139,1000131782,SELEMADEG TIMUR II,"SELEMADEG TIMUR II Ds. Beraban, Kec. Selemadeg Timur Selamadeg Timur Tabanan Bali Non Rawat Inap Perdesaan"
6140,1000131615,SELEMADEG BARAT,SELEMADEG BARAT Jl. Raya Denpasar Gilimanuk Selemadeg Barat Tabanan Bali Rawat Inap Perdesaan
6141,1000131706,KERAMBITAN II,"KERAMBITAN II Jl. Bered No 1, Br. Tengah Kangin Kerambitan Tabanan Bali Non Rawat Inap Perdesaan"
6142,1000131720,KERAMBITAN I,KERAMBITAN I Jl. Denpasar Gilimanuk Mandung Sembung Gede Kerambitan Kerambitan Tabanan Bali Non Rawat Inap Perdesaan
6143,1000131598,TABANAN III,TABANAN III Jl.Gunung Agung No.82 Pasekan Tabanan Tabanan Tabanan Bali Non Rawat Inap Perkotaan
6144,1000131653,TABANAN II,"TABANAN II Ds. Denbantas, Kec.Tabanan Tabanan Tabanan Bali Non Rawat Inap Perkotaan"
6145,1000131770,TABANAN I,TABANAN I Jl.Raya Yeh Gangga Tabanan Tabanan Bali Non Rawat Inap Perkotaan
6146,1000131665,KEDIRI II,"KEDIRI II Jl. Raya Kaba-Kaba, Kediri, Tabanan Kediri Tabanan Bali Non Rawat Inap Perdesaan"
6147,1000131691,KEDIRI I,KEDIRI I Jl. Teuku Umar No. 10 Kediri Tabanan Bali Non Rawat Inap Perkotaan
6148,1000131732,KEDIRI III,"KEDIRI III Ds. Beraban, Kec. Kediri Kediri Tabanan Bali Non Rawat Inap Perdesaan"
6149,1000131689,MARGA II,"MARGA II Jl. Raya Alas Kedaton,Kukuh,Marga Marga Tabanan Bali Non Rawat Inap Perdesaan"
6150,1000131744,MARGA I,"MARGA I Ds. Marga, Kec. Marga Marga Tabanan Bali Non Rawat Inap Perdesaan"
6151,1000131603,PENEBEL I,"PENEBEL I Ds. Pitra, Kec. Penebel Penebel Tabanan Bali Rawat Inap Perdesaan"
6152,1000131718,PENEBEL II,"PENEBEL II Ds. Penatahan, Kec. Penebel Penebel Tabanan Bali Non Rawat Inap Perdesaan"
